"TypeNamespacePrefix","TypeName","QualifiedType","ContentStyle","SimpleStyle","IsMetadata","IsAdapter","IsAugmentation","Keywords","ExampleContent","UsageInfo","Definition","SimpleTypeNamespacePrefix","SimpleTypeName","SimpleQualifiedType","ParentTypeNamespacePrefix","ParentTypeName","ParentQualifiedType"
"ansi_d20","CMVCodeSimpleType","ansi_d20:CMVCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether a person was operating a commercial motor vehicle in an incident.","xsd","token","xsd:token","","",""
"ansi_d20","CMVCodeType","ansi_d20:CMVCodeType","CSC",,0,0,0,"","","","A data type for whether a person was operating a commercial motor vehicle in an incident.","ansi_d20","CMVCodeSimpleType","ansi_d20:CMVCodeSimpleType","","",""
"ansi_d20","CourtCategoryCodeSimpleType","ansi_d20:CourtCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of courts.","xsd","token","xsd:token","","",""
"ansi_d20","CourtCategoryCodeType","ansi_d20:CourtCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of courts.","ansi_d20","CourtCategoryCodeSimpleType","ansi_d20:CourtCategoryCodeSimpleType","","",""
"ansi_d20","DecalPeriodCodeSimpleType","ansi_d20:DecalPeriodCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the lifespan of a decal.","xsd","token","xsd:token","","",""
"ansi_d20","DecalPeriodCodeType","ansi_d20:DecalPeriodCodeType","CSC",,0,0,0,"","","","A data type for the lifespan of a decal.","ansi_d20","DecalPeriodCodeSimpleType","ansi_d20:DecalPeriodCodeSimpleType","","",""
"ansi_d20","DriverLicenseClassCodeSimpleType","ansi_d20:DriverLicenseClassCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of vehicles that a licensed driver may be approved to operate.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseClassCodeType","ansi_d20:DriverLicenseClassCodeType","CSC",,0,0,0,"","","","A data type for kinds of vehicles that a licensed driver may be approved to operate.","ansi_d20","DriverLicenseClassCodeSimpleType","ansi_d20:DriverLicenseClassCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalActionCodeSimpleType","ansi_d20:DriverLicenseWithdrawalActionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of driver license withdrawal actions.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalActionCodeType","ansi_d20:DriverLicenseWithdrawalActionCodeType","CSC",,0,0,0,"","","","A data type for kinds of driver license withdrawal actions.","ansi_d20","DriverLicenseWithdrawalActionCodeSimpleType","ansi_d20:DriverLicenseWithdrawalActionCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalBasisCodeSimpleType","ansi_d20:DriverLicenseWithdrawalBasisCodeSimpleType","S","atomic",0,0,0,"","","","A data type for bases for withdrawal action for a driver.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalBasisCodeType","ansi_d20:DriverLicenseWithdrawalBasisCodeType","CSC",,0,0,0,"","","","A data type for bases for withdrawal action for a driver.","ansi_d20","DriverLicenseWithdrawalBasisCodeSimpleType","ansi_d20:DriverLicenseWithdrawalBasisCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","ansi_d20:DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for due process statuses of a withdrawal action.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalDueProcessStatusCodeType","ansi_d20:DriverLicenseWithdrawalDueProcessStatusCodeType","CSC",,0,0,0,"","","","A data type for due process statuses of a withdrawal action.","ansi_d20","DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","ansi_d20:DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalEligibilityCodeSimpleType","ansi_d20:DriverLicenseWithdrawalEligibilityCodeSimpleType","S","atomic",0,0,0,"","","","A data type for when a driver may be eligible to apply for reinstatement of driving privileges that have been withdrawn.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalEligibilityCodeType","ansi_d20:DriverLicenseWithdrawalEligibilityCodeType","CSC",,0,0,0,"","","","A data type for when a driver may be eligible to apply for reinstatement of driving privileges that have been withdrawn.","ansi_d20","DriverLicenseWithdrawalEligibilityCodeSimpleType","ansi_d20:DriverLicenseWithdrawalEligibilityCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalExtentCodeSimpleType","ansi_d20:DriverLicenseWithdrawalExtentCodeSimpleType","S","atomic",0,0,0,"","","","A data type for extents of withdrawals.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalExtentCodeType","ansi_d20:DriverLicenseWithdrawalExtentCodeType","CSC",,0,0,0,"","","","A data type for extents of withdrawals.","ansi_d20","DriverLicenseWithdrawalExtentCodeSimpleType","ansi_d20:DriverLicenseWithdrawalExtentCodeSimpleType","","",""
"ansi_d20","DrivingEndorsementCodeSimpleType","ansi_d20:DrivingEndorsementCodeSimpleType","S","atomic",0,0,0,"","","","A data type for endorsements on a driver license or a driver license permit which authorizes the operation of specified kinds of vehicles carrying specified loads.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingEndorsementCodeType","ansi_d20:DrivingEndorsementCodeType","CSC",,0,0,0,"","","","A data type for endorsements on a driver license or a driver license permit which authorizes the operation of specified kinds of vehicles carrying specified loads.","ansi_d20","DrivingEndorsementCodeSimpleType","ansi_d20:DrivingEndorsementCodeSimpleType","","",""
"ansi_d20","DrivingInsuranceStatusCodeSimpleType","ansi_d20:DrivingInsuranceStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the ways in which a driver of a vehicle may or may not be insured.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingInsuranceStatusCodeType","ansi_d20:DrivingInsuranceStatusCodeType","CSC",,0,0,0,"","","","A data type for the ways in which a driver of a vehicle may or may not be insured.","ansi_d20","DrivingInsuranceStatusCodeSimpleType","ansi_d20:DrivingInsuranceStatusCodeSimpleType","","",""
"ansi_d20","DrivingOffenseCodeSimpleType","ansi_d20:DrivingOffenseCodeSimpleType","S","atomic",0,0,0,"","","","A data type for ACD codes for a driving offense.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingOffenseCodeType","ansi_d20:DrivingOffenseCodeType","CSC",,0,0,0,"","","","A data type for ACD codes for a driving offense.","ansi_d20","DrivingOffenseCodeSimpleType","ansi_d20:DrivingOffenseCodeSimpleType","","",""
"ansi_d20","DrivingRestrictionCodeSimpleType","ansi_d20:DrivingRestrictionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for categories of driving restrictions.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingRestrictionCodeType","ansi_d20:DrivingRestrictionCodeType","CSC",,0,0,0,"","","","A data type for categories of driving restrictions.","ansi_d20","DrivingRestrictionCodeSimpleType","ansi_d20:DrivingRestrictionCodeSimpleType","","",""
"ansi_d20","DrivingStatusCodeSimpleType","ansi_d20:DrivingStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for statuses of a drivers privilege type.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingStatusCodeType","ansi_d20:DrivingStatusCodeType","CSC",,0,0,0,"","","","A data type for statuses of a drivers privilege type.","ansi_d20","DrivingStatusCodeSimpleType","ansi_d20:DrivingStatusCodeSimpleType","","",""
"ansi_d20","HazMatCodeSimpleType","ansi_d20:HazMatCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether a driver was operating a vehicle carrying hazardous materials.","xsd","token","xsd:token","","",""
"ansi_d20","HazMatCodeType","ansi_d20:HazMatCodeType","CSC",,0,0,0,"","","","A data type for whether a driver was operating a vehicle carrying hazardous materials.","ansi_d20","HazMatCodeSimpleType","ansi_d20:HazMatCodeSimpleType","","",""
"ansi_d20","InsuranceCoverageCategoryCodeSimpleType","ansi_d20:InsuranceCoverageCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for categories of coverage provided by an insurance policy.","xsd","token","xsd:token","","",""
"ansi_d20","InsuranceCoverageCategoryCodeType","ansi_d20:InsuranceCoverageCategoryCodeType","CSC",,0,0,0,"","","","A data type for categories of coverage provided by an insurance policy.","ansi_d20","InsuranceCoverageCategoryCodeSimpleType","ansi_d20:InsuranceCoverageCategoryCodeSimpleType","","",""
"ansi_d20","JurisdictionAuthorityCodeSimpleType","ansi_d20:JurisdictionAuthorityCodeSimpleType","S","atomic",0,0,0,"","","","A data type for an authority with jurisdiction over a particular area.","xsd","token","xsd:token","","",""
"ansi_d20","JurisdictionAuthorityCodeType","ansi_d20:JurisdictionAuthorityCodeType","CSC",,0,0,0,"","","","A data type for an authority with jurisdiction over a particular area.","ansi_d20","JurisdictionAuthorityCodeSimpleType","ansi_d20:JurisdictionAuthorityCodeSimpleType","","",""
"ansi_d20","LienReleaseReasonCodeSimpleType","ansi_d20:LienReleaseReasonCodeSimpleType","S","atomic",0,0,0,"","","","A data type for reasons a legal encumbrance may be removed from a property.","xsd","token","xsd:token","","",""
"ansi_d20","LienReleaseReasonCodeType","ansi_d20:LienReleaseReasonCodeType","CSC",,0,0,0,"","","","A data type for reasons a legal encumbrance may be removed from a property.","ansi_d20","LienReleaseReasonCodeSimpleType","ansi_d20:LienReleaseReasonCodeSimpleType","","",""
"ansi_d20","PassFailCodeSimpleType","ansi_d20:PassFailCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether something has passed or failed some sort of test.","xsd","token","xsd:token","","",""
"ansi_d20","PassFailCodeType","ansi_d20:PassFailCodeType","CSC",,0,0,0,"","","","A data type for whether something has passed or failed some sort of test.","ansi_d20","PassFailCodeSimpleType","ansi_d20:PassFailCodeSimpleType","","",""
"ansi_d20","PersonOrganDonorCodeSimpleType","ansi_d20:PersonOrganDonorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for organs a person could be willing to donate upon death.","xsd","token","xsd:token","","",""
"ansi_d20","PersonOrganDonorCodeType","ansi_d20:PersonOrganDonorCodeType","CSC",,0,0,0,"","","","A data type for organs a person could be willing to donate upon death.","ansi_d20","PersonOrganDonorCodeSimpleType","ansi_d20:PersonOrganDonorCodeSimpleType","","",""
"ansi_d20","RegistrationPlateColorCodeSimpleType","ansi_d20:RegistrationPlateColorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for colors of a vehicle registration plate or license plate.","xsd","token","xsd:token","","",""
"ansi_d20","RegistrationPlateColorCodeType","ansi_d20:RegistrationPlateColorCodeType","CSC",,0,0,0,"","","","A data type for colors of a vehicle registration plate or license plate.","ansi_d20","RegistrationPlateColorCodeSimpleType","ansi_d20:RegistrationPlateColorCodeSimpleType","","",""
"ansi_d20","RegistrationStatusCodeSimpleType","ansi_d20:RegistrationStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for activities recorded for a registration.","xsd","token","xsd:token","","",""
"ansi_d20","RegistrationStatusCodeType","ansi_d20:RegistrationStatusCodeType","CSC",,0,0,0,"","","","A data type for activities recorded for a registration.","ansi_d20","RegistrationStatusCodeSimpleType","ansi_d20:RegistrationStatusCodeSimpleType","","",""
"ansi_d20","RegistrationStatusDetailCodeSimpleType","ansi_d20:RegistrationStatusDetailCodeSimpleType","S","atomic",0,0,0,"","","","A data type for additional information regarding a registration status.","xsd","token","xsd:token","","",""
"ansi_d20","RegistrationStatusDetailCodeType","ansi_d20:RegistrationStatusDetailCodeType","CSC",,0,0,0,"","","","A data type for additional information regarding a registration status.","ansi_d20","RegistrationStatusDetailCodeSimpleType","ansi_d20:RegistrationStatusDetailCodeSimpleType","","",""
"ansi_d20","SmogCertificateCodeSimpleType","ansi_d20:SmogCertificateCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether or not a vehicle has a current smog certificate.","xsd","token","xsd:token","","",""
"ansi_d20","SmogCertificateCodeType","ansi_d20:SmogCertificateCodeType","CSC",,0,0,0,"","","","A data type for whether or not a vehicle has a current smog certificate.","ansi_d20","SmogCertificateCodeSimpleType","ansi_d20:SmogCertificateCodeSimpleType","","",""
"ansi_d20","TitleStatusCodeSimpleType","ansi_d20:TitleStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for statuses for a title.","xsd","token","xsd:token","","",""
"ansi_d20","TitleStatusCodeType","ansi_d20:TitleStatusCodeType","CSC",,0,0,0,"","","","A data type for statuses for a title.","ansi_d20","TitleStatusCodeSimpleType","ansi_d20:TitleStatusCodeSimpleType","","",""
"ansi_d20","VehicleFuelCategoryCodeSimpleType","ansi_d20:VehicleFuelCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of fuel or motive power used to propel a vehicle.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleFuelCategoryCodeType","ansi_d20:VehicleFuelCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of fuel or motive power used to propel a vehicle.","ansi_d20","VehicleFuelCategoryCodeSimpleType","ansi_d20:VehicleFuelCategoryCodeSimpleType","","",""
"ansi_d20","VehicleOdometerReadingUnitCodeSimpleType","ansi_d20:VehicleOdometerReadingUnitCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the units of measurement associated with an odometer reading.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleOdometerReadingUnitCodeType","ansi_d20:VehicleOdometerReadingUnitCodeType","CSC",,0,0,0,"","","","A data type for the units of measurement associated with an odometer reading.","ansi_d20","VehicleOdometerReadingUnitCodeSimpleType","ansi_d20:VehicleOdometerReadingUnitCodeSimpleType","","",""
"ansi_d20","VehicleTitleDocumentCategoryCodeSimpleType","ansi_d20:VehicleTitleDocumentCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of an individual title document.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleTitleDocumentCategoryCodeType","ansi_d20:VehicleTitleDocumentCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of an individual title document.","ansi_d20","VehicleTitleDocumentCategoryCodeSimpleType","ansi_d20:VehicleTitleDocumentCategoryCodeSimpleType","","",""
"ansi_d20","VehicleTransmissionCategoryCodeSimpleType","ansi_d20:VehicleTransmissionCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of transmission units in a vehicle.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleTransmissionCategoryCodeType","ansi_d20:VehicleTransmissionCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of transmission units in a vehicle.","ansi_d20","VehicleTransmissionCategoryCodeSimpleType","ansi_d20:VehicleTransmissionCategoryCodeSimpleType","","",""
"ansi_d20","VehicleUseCodeSimpleType","ansi_d20:VehicleUseCodeSimpleType","S","atomic",0,0,0,"","","","A data type for ways in which a vehicle is used.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleUseCodeType","ansi_d20:VehicleUseCodeType","CSC",,0,0,0,"","","","A data type for ways in which a vehicle is used.","ansi_d20","VehicleUseCodeSimpleType","ansi_d20:VehicleUseCodeSimpleType","","",""
"ansi-nist","ActivityAugmentationType","ansi-nist:ActivityAugmentationType","CCC",,0,0,1,"","","","A data type for additional information about an activity.","","","","","",""
"ansi-nist","ALSCodeSimpleType","ansi-nist:ALSCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","ALSCodeType","ansi-nist:ALSCodeType","CSC",,0,0,0,,,,"","ansi-nist","ALSCodeSimpleType","ansi-nist:ALSCodeSimpleType","","",""
"ansi-nist","BTYCodeSimpleType","ansi-nist:BTYCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","BTYCodeType","ansi-nist:BTYCodeType","CSC",,0,0,0,,,,"","ansi-nist","BTYCodeSimpleType","ansi-nist:BTYCodeSimpleType","","",""
"ansi-nist","CBEFFImageType","ansi-nist:CBEFFImageType","CCC",,0,0,0,,,,"","","","","ansi-nist","NISTImageType","ansi-nist:NISTImageType"
"ansi-nist","COLCodeSimpleType","ansi-nist:COLCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","COLCodeType","ansi-nist:COLCodeType","CSC",,0,0,0,,,,"","ansi-nist","COLCodeSimpleType","ansi-nist:COLCodeSimpleType","","",""
"ansi-nist","ContentRecordType","ansi-nist:ContentRecordType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","CSICodeSimpleType","ansi-nist:CSICodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","CSICodeType","ansi-nist:CSICodeType","CSC",,0,0,0,,,,"","ansi-nist","CSICodeSimpleType","ansi-nist:CSICodeSimpleType","","",""
"ansi-nist","CSNCodeSimpleType","ansi-nist:CSNCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","CSNCodeType","ansi-nist:CSNCodeType","CSC",,0,0,0,,,,"","ansi-nist","CSNCodeSimpleType","ansi-nist:CSNCodeSimpleType","","",""
"ansi-nist","CSPCodeSimpleType","ansi-nist:CSPCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","CSPCodeType","ansi-nist:CSPCodeType","CSC",,0,0,0,,,,"","ansi-nist","CSPCodeSimpleType","ansi-nist:CSPCodeSimpleType","","",""
"ansi-nist","DMMCodeSimpleType","ansi-nist:DMMCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","DMMCodeType","ansi-nist:DMMCodeType","CSC",,0,0,0,,,,"","ansi-nist","DMMCodeSimpleType","ansi-nist:DMMCodeSimpleType","","",""
"ansi-nist","FaceImage3DPoseAngleType","ansi-nist:FaceImage3DPoseAngleType","CSC",,0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","FaceImageAttributeType","ansi-nist:FaceImageAttributeType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","FaceImageFeaturePointType","ansi-nist:FaceImageFeaturePointType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","FaceImageType","ansi-nist:FaceImageType","CCC",,0,0,0,,,,"","","","","ansi-nist","NISTImageType","ansi-nist:NISTImageType"
"ansi-nist","FEFCodeSimpleType","ansi-nist:FEFCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","FEFCodeType","ansi-nist:FEFCodeType","CSC",,0,0,0,,,,"","ansi-nist","FEFCodeSimpleType","ansi-nist:FEFCodeSimpleType","","",""
"ansi-nist","FERCodeSimpleType","ansi-nist:FERCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","FERCodeType","ansi-nist:FERCodeType","CSC",,0,0,0,,,,"","ansi-nist","FERCodeSimpleType","ansi-nist:FERCodeSimpleType","","",""
"ansi-nist","FIDCodeSimpleType","ansi-nist:FIDCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","FIDCodeType","ansi-nist:FIDCodeType","CSC",,0,0,0,,,,"","ansi-nist","FIDCodeSimpleType","ansi-nist:FIDCodeSimpleType","","",""
"ansi-nist","FingerprintImageMajorCasePrintType","ansi-nist:FingerprintImageMajorCasePrintType","CCC",,0,0,0,,,,"","","","","ansi-nist","FingerprintType","ansi-nist:FingerprintType"
"ansi-nist","FingerprintImageNISTQualityType","ansi-nist:FingerprintImageNISTQualityType","CCC",,0,0,0,,,,"","","","","ansi-nist","FingerprintType","ansi-nist:FingerprintType"
"ansi-nist","FingerprintImageQualityType","ansi-nist:FingerprintImageQualityType","CCC",,0,0,0,,,,"","","","","ansi-nist","FingerprintType","ansi-nist:FingerprintType"
"ansi-nist","FingerprintImageType","ansi-nist:FingerprintImageType","CCC",,0,0,0,,,,"","","","","ansi-nist","NISTImageType","ansi-nist:NISTImageType"
"ansi-nist","FingerprintPalmImagePositionType","ansi-nist:FingerprintPalmImagePositionType","CCC",,0,0,0,,,,"","","","","ansi-nist","FingerprintType","ansi-nist:FingerprintType"
"ansi-nist","FingerprintPatternType","ansi-nist:FingerprintPatternType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","FingerprintType","ansi-nist:FingerprintType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","FMTCodeSimpleType","ansi-nist:FMTCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","FMTCodeType","ansi-nist:FMTCodeType","CSC",,0,0,0,,,,"","ansi-nist","FMTCodeSimpleType","ansi-nist:FMTCodeSimpleType","","",""
"ansi-nist","FPCCodeSimpleType","ansi-nist:FPCCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","FPCCodeType","ansi-nist:FPCCodeType","CSC",,0,0,0,,,,"","ansi-nist","FPCCodeSimpleType","ansi-nist:FPCCodeSimpleType","","",""
"ansi-nist","GCACodeSimpleType","ansi-nist:GCACodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","GCACodeType","ansi-nist:GCACodeType","CSC",,0,0,0,,,,"","ansi-nist","GCACodeSimpleType","ansi-nist:GCACodeSimpleType","","",""
"ansi-nist","ICTCodeSimpleType","ansi-nist:ICTCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","ICTCodeType","ansi-nist:ICTCodeType","CSC",,0,0,0,,,,"","ansi-nist","ICTCodeSimpleType","ansi-nist:ICTCodeSimpleType","","",""
"ansi-nist","IdentificationRangeType","ansi-nist:IdentificationRangeType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","ImageCaptureType","ansi-nist:ImageCaptureType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","ImageQualityType","ansi-nist:ImageQualityType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","IMPCodeSimpleType","ansi-nist:IMPCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","IMPCodeType","ansi-nist:IMPCodeType","CSC",,0,0,0,,,,"","ansi-nist","IMPCodeSimpleType","ansi-nist:IMPCodeSimpleType","","",""
"ansi-nist","IMTCodeSimpleType","ansi-nist:IMTCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","IMTCodeType","ansi-nist:IMTCodeType","CSC",,0,0,0,,,,"","ansi-nist","IMTCodeSimpleType","ansi-nist:IMTCodeSimpleType","","",""
"ansi-nist","IndicatorCodeSimpleType","ansi-nist:IndicatorCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","IndicatorCodeType","ansi-nist:IndicatorCodeType","CSC",,0,0,0,,,,"","ansi-nist","IndicatorCodeSimpleType","ansi-nist:IndicatorCodeSimpleType","","",""
"ansi-nist","IOCCodeSimpleType","ansi-nist:IOCCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","IOCCodeType","ansi-nist:IOCCodeType","CSC",,0,0,0,,,,"","ansi-nist","IOCCodeSimpleType","ansi-nist:IOCCodeSimpleType","","",""
"ansi-nist","IrisImageCaptureType","ansi-nist:IrisImageCaptureType","CCC",,0,0,0,,,,"","","","","ansi-nist","ImageCaptureType","ansi-nist:ImageCaptureType"
"ansi-nist","IrisImageType","ansi-nist:IrisImageType","CCC",,0,0,0,,,,"","","","","ansi-nist","NISTImageType","ansi-nist:NISTImageType"
"ansi-nist","IRTCodeSimpleType","ansi-nist:IRTCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","IRTCodeType","ansi-nist:IRTCodeType","CSC",,0,0,0,,,,"","ansi-nist","IRTCodeSimpleType","ansi-nist:IRTCodeSimpleType","","",""
"ansi-nist","ISRCodeSimpleType","ansi-nist:ISRCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","ISRCodeType","ansi-nist:ISRCodeType","CSC",,0,0,0,,,,"","ansi-nist","ISRCodeSimpleType","ansi-nist:ISRCodeSimpleType","","",""
"ansi-nist","MajorCasePrintSegmentOffsetType","ansi-nist:MajorCasePrintSegmentOffsetType","CCC",,0,0,0,,,,"","","","","ansi-nist","FingerprintType","ansi-nist:FingerprintType"
"ansi-nist","MILCodeSimpleType","ansi-nist:MILCodeSimpleType","S","atomic",0,0,0,,,,"","xsd","token","xsd:token","","",""
"ansi-nist","MILCodeType","ansi-nist:MILCodeType","CSC",,0,0,0,,,,"","ansi-nist","MILCodeSimpleType","ansi-nist:MILCodeSimpleType","","",""
"ansi-nist","MinutiaeFingerPatternType","ansi-nist:MinutiaeFingerPatternType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","MinutiaeFingerPositionType","ansi-nist:MinutiaeFingerPositionType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","MinutiaeReadingSystemType","ansi-nist:MinutiaeReadingSystemType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","MinutiaeType","ansi-nist:MinutiaeType","CCC",,0,0,0,,,,"","","","","","",""
"ansi-nist","MinutiaPositionType","ansi-nist:MinutiaPositionType","CCC",,0,0,0,,,,"","","","","","",""
