"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"j","ActivityFacilityAssociationType","j:ActivityFacilityAssociationType","nc","Facility","nc:Facility","0","unbounded","",320
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","nc","Activity","nc:Activity","0","unbounded","",330
"j","ActivityFeeAssociationType","j:ActivityFeeAssociationType","nc","Fee","nc:Fee","0","unbounded","",340
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","nc","Activity","nc:Activity","0","unbounded","",350
"j","ActivityForceAssociationType","j:ActivityForceAssociationType","j","Force","j:Force","0","unbounded","",360
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","nc","Activity","nc:Activity","0","unbounded","",370
"j","ActivityIncidentAssociationType","j:ActivityIncidentAssociationType","nc","Incident","nc:Incident","0","unbounded","",380
"nc","ActivityInvolvedPersonAssociationType","nc:ActivityInvolvedPersonAssociationType","nc","PersonActivityInvolvementText","nc:PersonActivityInvolvementText","0","unbounded",,280
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","Activity","nc:Activity","0","unbounded","",4020
"nc","ActivityItemAssociationType","nc:ActivityItemAssociationType","nc","Item","nc:Item","0","unbounded","",4030
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","nc","Activity","nc:Activity","0","unbounded","",390
"j","ActivityJudgeAssociationType","j:ActivityJudgeAssociationType","j","Judge","j:Judge","0","unbounded","",400
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","nc","Activity","nc:Activity","0","unbounded","",410
"j","ActivityJurisdictionAssociationType","j:ActivityJurisdictionAssociationType","nc","Jurisdiction","nc:Jurisdiction","0","unbounded","",420
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","nc","Activity","nc:Activity","0","unbounded","",430
"j","ActivityLocationAssociationType","j:ActivityLocationAssociationType","nc","Location","nc:Location","0","unbounded","",440
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","nc","Activity","nc:Activity","0","unbounded","",450
"j","ActivityObligationAssociationType","j:ActivityObligationAssociationType","nc","Obligation","nc:Obligation","0","unbounded","",460
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","Activity","nc:Activity","0","unbounded",,1340
"nc","ActivityOrganizationAssociationType","nc:ActivityOrganizationAssociationType","nc","Organization","nc:Organization","0","unbounded",,1350
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","Activity","nc:Activity","0","unbounded",,1320
"nc","ActivityPersonAssociationType","nc:ActivityPersonAssociationType","nc","Person","nc:Person","0","unbounded",,1330
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessCategoryCode","scr:ActivityProcessCategoryCode","0","unbounded",,1530
"scr","ActivityProcessClassificationType","scr:ActivityProcessClassificationType","scr","ActivityProcessDescriptionText","scr:ActivityProcessDescriptionText","0","unbounded",,1540
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","nc","Activity","nc:Activity","0","unbounded","",470
"j","ActivityProgramAssociationType","j:ActivityProgramAssociationType","nc","Program","nc:Program","0","unbounded","",480
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","nc","Activity","nc:Activity","0","unbounded","",490
"j","ActivityReferralAssociationType","j:ActivityReferralAssociationType","nc","Referral","nc:Referral","0","unbounded","",500
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Activity","nc:Activity","0","unbounded","",510
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Release","nc:Release","0","unbounded","",520
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Facility","nc:Facility","0","unbounded","",530
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","nc","Organization","nc:Organization","0","unbounded","",540
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","Subject","j:Subject","0","unbounded","",550
"j","ActivityReleaseAssociationType","j:ActivityReleaseAssociationType","j","ActivityOfficial","j:ActivityOfficial","0","unbounded","",560
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestCategoryCode","scr:ActivityRequestCategoryCode","0","unbounded",,1550
"scr","ActivityRequestClassificationType","scr:ActivityRequestClassificationType","scr","ActivityRequestDescriptionText","scr:ActivityRequestDescriptionText","0","unbounded",,1560
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseCategoryCode","scr:ActivityResponseCategoryCode","0","unbounded",,1570
"scr","ActivityResponseClassificationType","scr:ActivityResponseClassificationType","scr","ActivityResponseDescriptionText","scr:ActivityResponseDescriptionText","0","unbounded",,1580
"scr","ActivityResultsClassificationType","scr:ActivityResultsClassificationType","scr","ActivityResultsCategoryCode","scr:ActivityResultsCategoryCode","0","unbounded",,1590
"scr","ActivityResultsClassificationType","scr:ActivityResultsClassificationType","scr","ActivityResultsDescriptionText","scr:ActivityResultsDescriptionText","0","unbounded",,1600
"j","ActivitySanctionAssociationType","j:ActivitySanctionAssociationType","nc","Activity","nc:Activity","0","unbounded","",570
"j","ActivitySanctionAssociationType","j:ActivitySanctionAssociationType","j","Sanction","j:Sanction","0","unbounded","",580
"nc","ActivityScheduleAssociationType","nc:ActivityScheduleAssociationType","nc","Activity","nc:Activity","0","unbounded",,10
"nc","ActivityScheduleAssociationType","nc:ActivityScheduleAssociationType","nc","ScheduleDay","nc:ScheduleDay","0","unbounded",,20
"j","ActivityServiceCallAssociationType","j:ActivityServiceCallAssociationType","nc","Activity","nc:Activity","0","unbounded","",590
"j","ActivityServiceCallAssociationType","j:ActivityServiceCallAssociationType","j","ServiceCall","j:ServiceCall","0","unbounded","",600
"j","ActivitySubjectAssociationType","j:ActivitySubjectAssociationType","nc","Activity","nc:Activity","0","unbounded","",610
"j","ActivitySubjectAssociationType","j:ActivitySubjectAssociationType","j","Subject","j:Subject","0","unbounded","",620
"nc","ActivityType","nc:ActivityType","nc","ActivityIdentification","nc:ActivityIdentification","0","unbounded",,10
"nc","ActivityType","nc:ActivityType","nc","ActivityCategoryText","nc:ActivityCategoryText","0","unbounded",,20
"nc","ActivityType","nc:ActivityType","nc","ActivityDateRepresentation","nc:ActivityDateRepresentation","0","unbounded","",25
"nc","ActivityType","nc:ActivityType","nc","ActivityDescriptionText","nc:ActivityDescriptionText","0","unbounded",,30
"nc","ActivityType","nc:ActivityType","nc","ActivityName","nc:ActivityName","0","unbounded","",35
"nc","ActivityType","nc:ActivityType","nc","ActivityStatus","nc:ActivityStatus","0","unbounded",,80
"nc","ActivityType","nc:ActivityType","nc","ActivityReasonText","nc:ActivityReasonText","0","unbounded",,90
"nc","ActivityType","nc:ActivityType","nc","ActivityDisposition","nc:ActivityDisposition","0","unbounded",,150
"j","ActivityUnitAssociationType","j:ActivityUnitAssociationType","nc","Activity","nc:Activity","0","unbounded","",630
"j","ActivityUnitAssociationType","j:ActivityUnitAssociationType","j","EnforcementOfficialUnit","j:EnforcementOfficialUnit","0","unbounded","",640
"j","ActivityVictimAssociationType","j:ActivityVictimAssociationType","nc","Activity","nc:Activity","0","unbounded","",650
"j","ActivityVictimAssociationType","j:ActivityVictimAssociationType","j","Victim","j:Victim","0","unbounded","",660
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","nc","Activity","nc:Activity","0","unbounded","",670
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","j","Warrant","j:Warrant","0","unbounded","",680
"j","ActivityWarrantAssociationType","j:ActivityWarrantAssociationType","j","Subject","j:Subject","0","unbounded","",690
"j","ActivityWitnessAssociationType","j:ActivityWitnessAssociationType","nc","Activity","nc:Activity","0","unbounded","",700
"j","ActivityWitnessAssociationType","j:ActivityWitnessAssociationType","j","Witness","j:Witness","0","unbounded","",710
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","AddressIdentification","scr:AddressIdentification","0","unbounded",,10
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","AddressClassification","scr:AddressClassification","0","unbounded",,20
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","INSLookoutIndicator","scr:INSLookoutIndicator","0","unbounded",,30
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameID","scr:CountryNameID","0","unbounded",,40
"it","AddressAugmentationType","it:AddressAugmentationType","it","LocationCountrySubEntityName","it:LocationCountrySubEntityName","0","unbounded",,40
"it","AddressAugmentationType","it:AddressAugmentationType","it","LocationCountrySubEntityIdentification","it:LocationCountrySubEntityIdentification","0","unbounded",,50
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameBeginDate","scr:CountryNameBeginDate","0","unbounded",,50
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameEndDate","scr:CountryNameEndDate","0","unbounded",,60
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionID","scr:CountrySubdivisionID","0","unbounded",,70
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameID","scr:CountrySubdivisionNameID","0","unbounded",,80
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameBeginDate","scr:CountrySubdivisionNameBeginDate","0","unbounded",,90
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameEndDate","scr:CountrySubdivisionNameEndDate","0","unbounded",,100
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionName","scr:CountrySubdivisionName","0","unbounded",,110
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionCategoryCode","scr:CountrySubdivisionCategoryCode","0","unbounded",,120
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionCategoryDescriptionText","scr:CountrySubdivisionCategoryDescriptionText","0","unbounded",,130
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","ElectronicAddress","scr:ElectronicAddress","0","unbounded",,140
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBlockGroupCode","scr:LocationBlockGroupCode","0","unbounded",,150
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationCarrierRouteCode","scr:LocationCarrierRouteCode","0","unbounded",,160
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationTractCode","scr:LocationTractCode","0","unbounded",,170
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBuildingUnitName","scr:LocationBuildingUnitName","0","unbounded",,180
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBuildingUnitNumberText","scr:LocationBuildingUnitNumberText","0","unbounded",,190
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationElement","scr:LocationElement","0","unbounded",,200
"scr","AddressClassificationType","scr:AddressClassificationType","scr","AddressClassificationCategoryCode","scr:AddressClassificationCategoryCode","0","unbounded",,210
"scr","AddressClassificationType","scr:AddressClassificationType","scr","AddressClassificationCategoryDescriptionText","scr:AddressClassificationCategoryDescriptionText","0","unbounded",,220
"nc","AddressGridType","nc:AddressGridType","nc","AddressGridID","nc:AddressGridID","0","unbounded",,10
"nc","AddressGridType","nc:AddressGridType","nc","AddressGridText","nc:AddressGridText","0","unbounded",,20
"geo","AddressPropertyType","geo:AddressPropertyType","geo","Address","geo:Address","0","unbounded","A GML property type to encapsulate or reference a NIEM Address.  The Geography Markup Language (GML) specification uses property types and elements to encapsulate or reference GML class elements with identity.  This type allows NIEM Address elements to be referenced from GML conformant application schemas developed for use with NIEM.",30
"nc","AddressType","nc:AddressType","nc","AddressRepresentation","nc:AddressRepresentation","0","unbounded","",10
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","AdoptionCityName","scr:AdoptionCityName","0","unbounded",,240
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","AdoptionEffectiveDate","scr:AdoptionEffectiveDate","0","unbounded",,250
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","FinalAdoptionDecreeIndicator","scr:FinalAdoptionDecreeIndicator","0","unbounded",,260
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","ResidenceSameAsParentsIndicator","scr:ResidenceSameAsParentsIndicator","0","unbounded",,270
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","SubjectCategoryCode","intel:SubjectCategoryCode","0","unbounded",,160
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","FBIECRCode","intel:FBIECRCode","0","unbounded",,170
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","StateINACode","intel:StateINACode","0","unbounded",,180
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","AgencyInterestOtherCategory","intel:AgencyInterestOtherCategory","0","unbounded",,190
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryText","intel:AgencyInterestCategoryText","0","unbounded",,200
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryCode","intel:AgencyInterestCategoryCode","0","unbounded",,210
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryDescriptionText","intel:AgencyInterestCategoryDescriptionText","0","unbounded",,220
"intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType","intel","AgencySubjectHandlingFBICode","intel:AgencySubjectHandlingFBICode","0","unbounded",,240
"intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType","intel","SubjectHandling","intel:SubjectHandling","0","unbounded",,250
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencyName","intel:AgencyName","0","unbounded",,140
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencyInterestCategory","intel:AgencyInterestCategory","0","unbounded",,150
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencySubjectHandling","intel:AgencySubjectHandling","0","unbounded",,230
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","SubjectReasonOnListText","intel:SubjectReasonOnListText","0","unbounded",,290
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","SubjectCautionInformation","intel:SubjectCautionInformation","0","unbounded",,300
"scr","AgentAssociationType","scr:AgentAssociationType","scr","AgentPerson","scr:AgentPerson","0","unbounded",,1740
"scr","AgentAssociationType","scr:AgentAssociationType","scr","AgentPersonRole","scr:AgentPersonRole","0","unbounded",,1750
"it","AgentAugmentationType","it:AgentAugmentationType","it","AgentStatusText","it:AgentStatusText","0","unbounded",,60
"nc","AircraftType","nc:AircraftType","nc","AircraftTailID","nc:AircraftTailID","0","unbounded",,10
"nc","AircraftType","nc:AircraftType","nc","AircraftMakeCode","nc:AircraftMakeCode","0","unbounded",,20
"nc","AircraftType","nc:AircraftType","nc","AircraftModelCode","nc:AircraftModelCode","0","unbounded",,30
"nc","AircraftType","nc:AircraftType","nc","AircraftStyleCode","nc:AircraftStyleCode","0","unbounded",,50
"nc","AircraftType","nc:AircraftType","nc","AircraftFuselageColor","nc:AircraftFuselageColor","0","unbounded",,60
"nc","AircraftType","nc:AircraftType","nc","AircraftWingColor","nc:AircraftWingColor","0","unbounded",,80
"nc","AircraftType","nc:AircraftType","nc","AircraftBaseAirport","nc:AircraftBaseAirport","0","unbounded","",130
"ip","AirlineType","ip:AirlineType","nc","Aircraft","nc:Aircraft","0","unbounded",,110
"ip","AirlineType","ip:AirlineType","ip","Airport","ip:Airport","0","unbounded",,120
"ip","AirportType","ip:AirportType","ip","Flight","ip:Flight","0","unbounded",,100
"em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType","em","LocationDirectionsText","em:LocationDirectionsText","0","unbounded",,170
"em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType","em","LocationInformationText","em:LocationInformationText","0","unbounded",,180
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCategory","em:AlarmEventCategory","0","unbounded",,20
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallBackTelephoneNumber","em:AlarmEventCallBackTelephoneNumber","0","unbounded",,30
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventLocationCategory","em:AlarmEventLocationCategory","0","unbounded",,50
"em","AlarmEventType","em:AlarmEventType","em","AlarmAudibleIndicator","em:AlarmAudibleIndicator","0","unbounded",,60
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventDetailsText","em:AlarmEventDetailsText","0","unbounded",,80
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventRequestorReceiveDate","em:AlarmEventRequestorReceiveDate","0","unbounded",,90
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallPrivacyBypassCode","em:AlarmEventCallPrivacyBypassCode","0","unbounded",,110
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallToPremisesIndicator","em:AlarmEventCallToPremisesIndicator","0","unbounded",,120
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventPermit","em:AlarmEventPermit","0","unbounded",,130
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventResponseAction","em:AlarmEventResponseAction","0","unbounded",,150
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventDispatchAgency","em:AlarmEventDispatchAgency","0","unbounded",,160
"edxl-cap","AlertAdapterType","edxl-cap:AlertAdapterType","cap","alert","cap:alert","0","unbounded","CAP Alert Message (version 1.1)",10
"scr","AlertType","scr:AlertType","scr","AlertCategoryClassificationCode","scr:AlertCategoryClassificationCode","0","unbounded",,130
"scr","AlertType","scr:AlertType","scr","AlertReceivedDate","scr:AlertReceivedDate","0","unbounded",,1370
"im","AlienAlertType","im:AlienAlertType","im","AlertWarningIndicator","im:AlertWarningIndicator","0","unbounded",,10
"im","AlienAlertType","im:AlienAlertType","im","AlertEntryText","im:AlertEntryText","0","unbounded",,20
"im","AlienAlertType","im:AlienAlertType","im","AlertIdentification","im:AlertIdentification","0","unbounded",,30
"im","AlienAlertType","im:AlienAlertType","im","AlertGeneratingOfficerBadgeIdentification","im:AlertGeneratingOfficerBadgeIdentification","0","unbounded",,40
"im","AlienAlertType","im:AlienAlertType","im","AlertClassCode","im:AlertClassCode","0","unbounded",,50
"im","AlienAlertType","im:AlienAlertType","im","AlertEntryDate","im:AlertEntryDate","0","unbounded",,60
"im","AlienAlertType","im:AlienAlertType","im","AlertExpirationDate","im:AlertExpirationDate","0","unbounded",,70
"im","AlienAlertType","im:AlienAlertType","im","AlertCode","im:AlertCode","0","unbounded",,80
"im","AlienAlertType","im:AlienAlertType","im","AlertDescriptionText","im:AlertDescriptionText","0","unbounded",,90
"im","AlienAlertType","im:AlienAlertType","im","AlertMedicalIndicator","im:AlertMedicalIndicator","0","unbounded",,100
"im","AlienAlertType","im:AlienAlertType","im","Alien","im:Alien","0","unbounded",,200
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","ClassOfAdmissionClassificationCode","scr:ClassOfAdmissionClassificationCode","0","unbounded",,30
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","PrincipalIndicator","scr:PrincipalIndicator","0","unbounded",,290
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","VisaWaiverIndicator","scr:VisaWaiverIndicator","0","unbounded",,300
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","AlienCategoryCode","scr:AlienCategoryCode","0","unbounded",,310
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","AlienCategoryDescriptionText","scr:AlienCategoryDescriptionText","0","unbounded",,320
"scr","AlienAugmentationType","scr:AlienAugmentationType","im","AlienExchangeVisitor","im:AlienExchangeVisitor","0","unbounded","",1050
"scr","AlienAugmentationType","scr:AlienAugmentationType","im","ImmigrationStatus","im:ImmigrationStatus","0","unbounded","",1060
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipCertificateIdentification","im:CitizenshipCertificateIdentification","0","unbounded",,10
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipLawfullyAdmittedPermanentResidenceBeginDate","im:CitizenshipLawfullyAdmittedPermanentResidenceBeginDate","0","unbounded",,20
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipLawfullyAdmittedPermanentResidentIndicator","im:CitizenshipLawfullyAdmittedPermanentResidentIndicator","0","unbounded",,30
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipLawfullyAdmittedPermanentResidenceEndDate","im:CitizenshipLawfullyAdmittedPermanentResidenceEndDate","0","unbounded",,40
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationCityName","im:CitizenshipNaturalizationCityName","0","unbounded",,50
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationDate","im:CitizenshipNaturalizationDate","0","unbounded",,60
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationText","im:CitizenshipNaturalizationText","0","unbounded",,70
"im","AlienDependentType","im:AlienDependentType","nc","RoleOfPerson","nc:RoleOfPerson","0","unbounded",,5
"im","AlienDependentType","im:AlienDependentType","im","DependentIdentification","im:DependentIdentification","0","unbounded",,10
"im","AlienDependentType","im:AlienDependentType","im","DependentRemarkText","im:DependentRemarkText","0","unbounded",,20
"im","AlienDependentType","im:AlienDependentType","im","DependentEffectiveTerminationDate","im:DependentEffectiveTerminationDate","0","unbounded",,30
"im","AlienDependentType","im:AlienDependentType","im","DependentProgramEndDate","im:DependentProgramEndDate","0","unbounded",,40
