"TypeNamespacePrefix","TypeName","QualifiedType","ContentStyle","SimpleStyle","IsMetadata","IsAdapter","IsAugmentation","Keywords","ExampleContent","UsageInfo","Definition","SimpleTypeNamespacePrefix","SimpleTypeName","SimpleQualifiedType","ParentTypeNamespacePrefix","ParentTypeName","ParentQualifiedType"
"ansi_d20","DrivingStatusCodeType","ansi_d20:DrivingStatusCodeType","CSC",,0,0,0,"","","","A data type for statuses of a drivers privilege type.","ansi_d20","DrivingStatusCodeSimpleType","ansi_d20:DrivingStatusCodeSimpleType","","",""
"ansi_d20","HazMatCodeSimpleType","ansi_d20:HazMatCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether a driver was operating a vehicle carrying hazardous materials.","xs","token","xs:token","","",""
"ansi_d20","HazMatCodeType","ansi_d20:HazMatCodeType","CSC",,0,0,0,"","","","A data type for whether a driver was operating a vehicle carrying hazardous materials.","ansi_d20","HazMatCodeSimpleType","ansi_d20:HazMatCodeSimpleType","","",""
"ansi_d20","InsuranceCoverageCategoryCodeSimpleType","ansi_d20:InsuranceCoverageCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for categories of coverage provided by an insurance policy.","xs","token","xs:token","","",""
"ansi_d20","InsuranceCoverageCategoryCodeType","ansi_d20:InsuranceCoverageCategoryCodeType","CSC",,0,0,0,"","","","A data type for categories of coverage provided by an insurance policy.","ansi_d20","InsuranceCoverageCategoryCodeSimpleType","ansi_d20:InsuranceCoverageCategoryCodeSimpleType","","",""
"ansi_d20","JurisdictionAuthorityCodeSimpleType","ansi_d20:JurisdictionAuthorityCodeSimpleType","S","atomic",0,0,0,"","","","A data type for an authority with jurisdiction over a particular area.","xs","token","xs:token","","",""
"ansi_d20","JurisdictionAuthorityCodeType","ansi_d20:JurisdictionAuthorityCodeType","CSC",,0,0,0,"","","","A data type for an authority with jurisdiction over a particular area.","ansi_d20","JurisdictionAuthorityCodeSimpleType","ansi_d20:JurisdictionAuthorityCodeSimpleType","","",""
"ansi_d20","LienReleaseReasonCodeSimpleType","ansi_d20:LienReleaseReasonCodeSimpleType","S","atomic",0,0,0,"","","","A data type for reasons a legal encumbrance may be removed from a property.","xs","token","xs:token","","",""
"ansi_d20","LienReleaseReasonCodeType","ansi_d20:LienReleaseReasonCodeType","CSC",,0,0,0,"","","","A data type for reasons a legal encumbrance may be removed from a property.","ansi_d20","LienReleaseReasonCodeSimpleType","ansi_d20:LienReleaseReasonCodeSimpleType","","",""
"ansi_d20","MedicalPractitionerSpecialtyCodeSimpleType","ansi_d20:MedicalPractitionerSpecialtyCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a code indicating the specialty of the medical practitioner.","xs","token","xs:token","","",""
"ansi_d20","MedicalPractitionerSpecialtyCodeType","ansi_d20:MedicalPractitionerSpecialtyCodeType","CSC","atomic",0,0,0,"","","","A data type for a code indicating the specialty of the medical practitioner.","ansi_d20","MedicalPractitionerSpecialtyCodeSimpleType","ansi_d20:MedicalPractitionerSpecialtyCodeSimpleType","","",""
"ansi_d20","PassFailCodeSimpleType","ansi_d20:PassFailCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether something has passed or failed some sort of test.","xs","token","xs:token","","",""
"ansi_d20","PassFailCodeType","ansi_d20:PassFailCodeType","CSC",,0,0,0,"","","","A data type for whether something has passed or failed some sort of test.","ansi_d20","PassFailCodeSimpleType","ansi_d20:PassFailCodeSimpleType","","",""
"ansi_d20","PersonOrganDonorCodeSimpleType","ansi_d20:PersonOrganDonorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for organs a person could be willing to donate upon death.","xs","token","xs:token","","",""
"ansi_d20","PersonOrganDonorCodeType","ansi_d20:PersonOrganDonorCodeType","CSC",,0,0,0,"","","","A data type for organs a person could be willing to donate upon death.","ansi_d20","PersonOrganDonorCodeSimpleType","ansi_d20:PersonOrganDonorCodeSimpleType","","",""
"ansi_d20","RegistrationPlateColorCodeSimpleType","ansi_d20:RegistrationPlateColorCodeSimpleType","S","atomic",0,0,0,"","","","A data type for colors of a vehicle registration plate or license plate.","xs","token","xs:token","","",""
"ansi_d20","RegistrationPlateColorCodeType","ansi_d20:RegistrationPlateColorCodeType","CSC",,0,0,0,"","","","A data type for colors of a vehicle registration plate or license plate.","ansi_d20","RegistrationPlateColorCodeSimpleType","ansi_d20:RegistrationPlateColorCodeSimpleType","","",""
"ansi_d20","RegistrationStatusCodeSimpleType","ansi_d20:RegistrationStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for activities recorded for a registration.","xs","token","xs:token","","",""
"ansi_d20","RegistrationStatusCodeType","ansi_d20:RegistrationStatusCodeType","CSC",,0,0,0,"","","","A data type for activities recorded for a registration.","ansi_d20","RegistrationStatusCodeSimpleType","ansi_d20:RegistrationStatusCodeSimpleType","","",""
"ansi_d20","RegistrationStatusDetailCodeSimpleType","ansi_d20:RegistrationStatusDetailCodeSimpleType","S","atomic",0,0,0,"","","","A data type for additional information regarding a registration status.","xs","token","xs:token","","",""
"ansi_d20","RegistrationStatusDetailCodeType","ansi_d20:RegistrationStatusDetailCodeType","CSC",,0,0,0,"","","","A data type for additional information regarding a registration status.","ansi_d20","RegistrationStatusDetailCodeSimpleType","ansi_d20:RegistrationStatusDetailCodeSimpleType","","",""
"ansi_d20","SmogCertificateCodeSimpleType","ansi_d20:SmogCertificateCodeSimpleType","S","atomic",0,0,0,"","","","A data type for whether or not a vehicle has a current smog certificate.","xs","token","xs:token","","",""
"ansi_d20","SmogCertificateCodeType","ansi_d20:SmogCertificateCodeType","CSC",,0,0,0,"","","","A data type for whether or not a vehicle has a current smog certificate.","ansi_d20","SmogCertificateCodeSimpleType","ansi_d20:SmogCertificateCodeSimpleType","","",""
"ansi_d20","TitleStatusCodeSimpleType","ansi_d20:TitleStatusCodeSimpleType","S","atomic",0,0,0,"","","","A data type for statuses for a title.","xs","token","xs:token","","",""
"ansi_d20","TitleStatusCodeType","ansi_d20:TitleStatusCodeType","CSC",,0,0,0,"","","","A data type for statuses for a title.","ansi_d20","TitleStatusCodeSimpleType","ansi_d20:TitleStatusCodeSimpleType","","",""
"ansi_d20","VehicleFuelCategoryCodeSimpleType","ansi_d20:VehicleFuelCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of fuel or motive power used to propel a vehicle.","xs","token","xs:token","","",""
"ansi_d20","VehicleFuelCategoryCodeType","ansi_d20:VehicleFuelCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of fuel or motive power used to propel a vehicle.","ansi_d20","VehicleFuelCategoryCodeSimpleType","ansi_d20:VehicleFuelCategoryCodeSimpleType","","",""
"ansi_d20","VehicleOdometerReadingUnitCodeSimpleType","ansi_d20:VehicleOdometerReadingUnitCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the units of measurement associated with an odometer reading.","xs","token","xs:token","","",""
"ansi_d20","VehicleOdometerReadingUnitCodeType","ansi_d20:VehicleOdometerReadingUnitCodeType","CSC",,0,0,0,"","","","A data type for the units of measurement associated with an odometer reading.","ansi_d20","VehicleOdometerReadingUnitCodeSimpleType","ansi_d20:VehicleOdometerReadingUnitCodeSimpleType","","",""
"ansi_d20","VehicleTitleDocumentCategoryCodeSimpleType","ansi_d20:VehicleTitleDocumentCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of an individual title document.","xs","token","xs:token","","",""
"ansi_d20","VehicleTitleDocumentCategoryCodeType","ansi_d20:VehicleTitleDocumentCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of an individual title document.","ansi_d20","VehicleTitleDocumentCategoryCodeSimpleType","ansi_d20:VehicleTitleDocumentCategoryCodeSimpleType","","",""
"ansi_d20","VehicleTransmissionCategoryCodeSimpleType","ansi_d20:VehicleTransmissionCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of transmission units in a vehicle.","xs","token","xs:token","","",""
"ansi_d20","VehicleTransmissionCategoryCodeType","ansi_d20:VehicleTransmissionCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of transmission units in a vehicle.","ansi_d20","VehicleTransmissionCategoryCodeSimpleType","ansi_d20:VehicleTransmissionCategoryCodeSimpleType","","",""
"ansi_d20","VehicleUseCodeSimpleType","ansi_d20:VehicleUseCodeSimpleType","S","atomic",0,0,0,"","","","A data type for ways in which a vehicle is used.","xs","token","xs:token","","",""
"ansi_d20","VehicleUseCodeType","ansi_d20:VehicleUseCodeType","CSC",,0,0,0,"","","","A data type for ways in which a vehicle is used.","ansi_d20","VehicleUseCodeSimpleType","ansi_d20:VehicleUseCodeSimpleType","","",""
"apco","AlarmEventCategoryCodeSimpleType","apco:AlarmEventCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for kinds of alarm events.","xs","token","xs:token","","",""
"apco","AlarmEventCategoryCodeType","apco:AlarmEventCategoryCodeType","CSC",,0,0,0,"","","","A data type for kinds of alarm events.","apco","AlarmEventCategoryCodeSimpleType","apco:AlarmEventCategoryCodeSimpleType","","",""
"apco","AlarmEventLocationCategoryCodeSimpleType","apco:AlarmEventLocationCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for the kinds of location at which an alarm event occurs.","xs","token","xs:token","","",""
"apco","AlarmEventLocationCategoryCodeType","apco:AlarmEventLocationCategoryCodeType","CSC",,0,0,0,"","","","A data type for the kinds of location at which an alarm event occurs.","apco","AlarmEventLocationCategoryCodeSimpleType","apco:AlarmEventLocationCategoryCodeSimpleType","","",""
"apco","AlarmEventResponseActionCodeSimpleType","apco:AlarmEventResponseActionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for actions requested of an alarm event responder.","xs","token","xs:token","","",""
"apco","AlarmEventResponseActionCodeType","apco:AlarmEventResponseActionCodeType","CSC",,0,0,0,"","","","A data type for actions requested of an alarm event responder.","apco","AlarmEventResponseActionCodeSimpleType","apco:AlarmEventResponseActionCodeSimpleType","","",""
"apco","IncidentCategoryCodeSimpleType","apco:IncidentCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type for incident codes.","xs","token","xs:token","","",""
"apco","IncidentCategoryCodeType","apco:IncidentCategoryCodeType","CSC","atomic",0,0,0,"","","","A data type for incident codes.","apco","IncidentCategoryCodeSimpleType","apco:IncidentCategoryCodeSimpleType","","",""
"atf","ExplosiveComponentCodeSimpleType","atf:ExplosiveComponentCodeSimpleType","S","atomic",0,0,0,,,,"A data type for an item contained within an explosive device designed to cause harm or damage when propelled by an explosion.","xs","token","xs:token","","",""
"atf","ExplosiveComponentCodeType","atf:ExplosiveComponentCodeType","CSC",,0,0,0,,,,"A data type for an item contained within an explosive device designed to cause harm or damage when propelled by an explosion.","atf","ExplosiveComponentCodeSimpleType","atf:ExplosiveComponentCodeSimpleType","","",""
"atf","ExplosiveContainerCodeSimpleType","atf:ExplosiveContainerCodeSimpleType","S","atomic",0,0,0,,,,"A data type for an object that contains an explosive substance or agent.","xs","token","xs:token","","",""
"atf","ExplosiveContainerCodeType","atf:ExplosiveContainerCodeType","CSC",,0,0,0,,,,"A data type for an object that contains an explosive substance or agent.","atf","ExplosiveContainerCodeSimpleType","atf:ExplosiveContainerCodeSimpleType","","",""
"atf","ExplosiveFillerCodeSimpleType","atf:ExplosiveFillerCodeSimpleType","S","atomic",0,0,0,,,,"A data type for a substance that can cause an explosion when ignited or detonated.","xs","token","xs:token","","",""
"atf","ExplosiveFillerCodeType","atf:ExplosiveFillerCodeType","CSC",,0,0,0,,,,"A data type for a substance that can cause an explosion when ignited or detonated.","atf","ExplosiveFillerCodeSimpleType","atf:ExplosiveFillerCodeSimpleType","","",""
"atf","ExplosiveIgnitionCodeSimpleType","atf:ExplosiveIgnitionCodeSimpleType","S","atomic",0,0,0,,,,"A data type for a means by which an explosive is ignited or detonated.","xs","token","xs:token","","",""
"atf","ExplosiveIgnitionCodeType","atf:ExplosiveIgnitionCodeType","CSC",,0,0,0,,,,"A data type for a means by which an explosive is ignited or detonated.","atf","ExplosiveIgnitionCodeSimpleType","atf:ExplosiveIgnitionCodeSimpleType","","",""
"biom","AcquisitionSourceCodeSimpleType","biom:AcquisitionSourceCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a source acquisition code","xs","integer","xs:integer","","",""
"biom","AcquisitionSourceCodeType","biom:AcquisitionSourceCodeType","CSC","atomic",0,0,0,"","","","A data type for a source acquisition code","biom","AcquisitionSourceCodeSimpleType","biom:AcquisitionSourceCodeSimpleType","","",""
"biom","AcquisitionSourceType","biom:AcquisitionSourceType","CCC","",0,0,0,"","","","A data type for a source of an item","","","","","",""
"biom","BiometricCaptureType","biom:BiometricCaptureType","CCC","",0,0,0,"","","","A data type for the collection of a biometric sample.","","","","","",""
"biom","BiometricCategoryCodeSimpleType","biom:BiometricCategoryCodeSimpleType","S","atomic",0,0,0,"","","","A data type describing the kinds of biometrics used for Screening","xs","token","xs:token","","",""
"biom","BiometricCategoryCodeType","biom:BiometricCategoryCodeType","CSC","atomic",0,0,0,"","","","A data type for a kind of biometric technology","biom","BiometricCategoryCodeSimpleType","biom:BiometricCategoryCodeSimpleType","","",""
"biom","BiometricClassificationType","biom:BiometricClassificationType","CCC","",0,0,0,"","","","A data type for the classification of the kind of person Biometric.","","","","","",""
"biom","BiometricCoordinateType","biom:BiometricCoordinateType","CCC","",0,0,0,"","","","A data type for coordinates that are used to identify the person biometrics of the biometric captured with the encounter when the capture is a composite biometric.","","","","","",""
"biom","BiometricDataType","biom:BiometricDataType","CCC","",0,0,0,"","","","A data type for a representation of the identifying Biometric in.","","","","","",""
"biom","BoundaryShapeCodeSimpleType","biom:BoundaryShapeCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a shape of a boundary of a feature within an image","xs","token","xs:token","","",""
"biom","BoundaryShapeCodeType","biom:BoundaryShapeCodeType","CSC","atomic",0,0,0,"","","","A data type for a shape of a boundary of a feature within an image","biom","BoundaryShapeCodeSimpleType","biom:BoundaryShapeCodeSimpleType","","",""
"biom","CaptureLocationType","biom:CaptureLocationType","CCC","",0,0,0,"","","","A data type for a location where a biometric sample was collected","","","","nc","LocationType","nc:LocationType"
"biom","CaptureResolutionCodeSimpleType","biom:CaptureResolutionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a minimum or native scanning resolution","xs","integer","xs:integer","","",""
"biom","CaptureResolutionCodeType","biom:CaptureResolutionCodeType","CSC","atomic",0,0,0,"","","","A data type for a minimum or native scanning resolution","biom","CaptureResolutionCodeSimpleType","biom:CaptureResolutionCodeSimpleType","","",""
"biom","DeltaDirectionMeasureSimpleType","biom:DeltaDirectionMeasureSimpleType","S","atomic",0,0,0,"","","","A data type for a direction of a delta","xs","nonNegativeInteger","xs:nonNegativeInteger","","",""
"biom","DeviceMonitoringModeCodeSimpleType","biom:DeviceMonitoringModeCodeSimpleType","S","atomic",0,0,0,"","","","A data type for a level of human monitoring for an image capture device","xs","token","xs:token","","",""
"biom","DeviceMonitoringModeCodeType","biom:DeviceMonitoringModeCodeType","CSC","atomic",0,0,0,"","","","A data type for a level of human monitoring for an image capture device","biom","DeviceMonitoringModeCodeSimpleType","biom:DeviceMonitoringModeCodeSimpleType","","",""
"biom","DirectionMeasureSimpleType","biom:DirectionMeasureSimpleType","S","atomic",0,0,0,"","","","A data type for an angle of direction between -179 and 180, with 0 being upright","xs","integer","xs:integer","","",""
"biom","DNAImageType","biom:DNAImageType","CCC","",0,0,0,"","","","A data type for DNA Sample Images.","","","","nc","ImageType","nc:ImageType"
"biom","DNALocusType","biom:DNALocusType","CCC","",0,0,0,"","","","A data type for location-specific information for the DNA of a person.","","","","","",""
"biom","DNASampleDetailType","biom:DNASampleDetailType","CCC","",0,0,0,"","","","A data type for a DNA sample","","","","","",""
"biom","EyePositionCodeSimpleType","biom:EyePositionCodeSimpleType","S","atomic",0,0,0,"","","","A data type for an eye position (e.g. left, right)","xs","integer","xs:integer","","",""
"biom","EyePositionCodeType","biom:EyePositionCodeType","CSC","atomic",0,0,0,"","","","A data type for an eye position (e.g. left, right)","biom","EyePositionCodeSimpleType","biom:EyePositionCodeSimpleType","","",""
