"TypeNamespacePrefix","TypeName","QualifiedType","ContentStyle","SimpleStyle","IsMetadata","IsAdapter","IsAugmentation","Keywords","ExampleContent","UsageInfo","Definition","SimpleTypeNamespacePrefix","SimpleTypeName","SimpleQualifiedType","ParentTypeNamespacePrefix","ParentTypeName","ParentQualifiedType"
"ansi_d20","DriverLicenseWithdrawalActionCodeSimpleType","ansi_d20:DriverLicenseWithdrawalActionCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates types of driver license withdrawal actions.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalActionCodeType","ansi_d20:DriverLicenseWithdrawalActionCodeType","CSC",,0,0,0,,,,"A code list that enumerates types of driver license withdrawal actions.","ansi_d20","DriverLicenseWithdrawalActionCodeSimpleType","ansi_d20:DriverLicenseWithdrawalActionCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalBasisCodeSimpleType","ansi_d20:DriverLicenseWithdrawalBasisCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates bases for withdrawal action for a driver.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalBasisCodeType","ansi_d20:DriverLicenseWithdrawalBasisCodeType","CSC",,0,0,0,,,,"A code list that enumerates bases for withdrawal action for a driver.","ansi_d20","DriverLicenseWithdrawalBasisCodeSimpleType","ansi_d20:DriverLicenseWithdrawalBasisCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","ansi_d20:DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates due process statuses of a withdrawal action.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalDueProcessStatusCodeType","ansi_d20:DriverLicenseWithdrawalDueProcessStatusCodeType","CSC",,0,0,0,,,,"A code list that enumerates due process statuses of a withdrawal action.","ansi_d20","DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","ansi_d20:DriverLicenseWithdrawalDueProcessStatusCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalEligibilityCodeSimpleType","ansi_d20:DriverLicenseWithdrawalEligibilityCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates when a driver may be eligible to apply for reinstatement of driving privileges that have been withdrawn.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalEligibilityCodeType","ansi_d20:DriverLicenseWithdrawalEligibilityCodeType","CSC",,0,0,0,,,,"A code list that enumerates when a driver may be eligible to apply for reinstatement of driving privileges that have been withdrawn.","ansi_d20","DriverLicenseWithdrawalEligibilityCodeSimpleType","ansi_d20:DriverLicenseWithdrawalEligibilityCodeSimpleType","","",""
"ansi_d20","DriverLicenseWithdrawalExtentCodeSimpleType","ansi_d20:DriverLicenseWithdrawalExtentCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates extents of withdrawals.","xsd","token","xsd:token","","",""
"ansi_d20","DriverLicenseWithdrawalExtentCodeType","ansi_d20:DriverLicenseWithdrawalExtentCodeType","CSC",,0,0,0,,,,"A code list that enumerates extents of withdrawals.","ansi_d20","DriverLicenseWithdrawalExtentCodeSimpleType","ansi_d20:DriverLicenseWithdrawalExtentCodeSimpleType","","",""
"ansi_d20","DrivingEndorsementCodeSimpleType","ansi_d20:DrivingEndorsementCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates endorsements on a driver license or a driver license permit which authorizes the operation of specified types of vehicles carrying specified loads.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingEndorsementCodeType","ansi_d20:DrivingEndorsementCodeType","CSC",,0,0,0,,,,"A code list that enumerates endorsements on a driver license or a driver license permit which authorizes the operation of specified types of vehicles carrying specified loads.","ansi_d20","DrivingEndorsementCodeSimpleType","ansi_d20:DrivingEndorsementCodeSimpleType","","",""
"ansi_d20","DrivingInsuranceStatusCodeSimpleType","ansi_d20:DrivingInsuranceStatusCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates the ways in which a driver of a vehicle may or may not be insured.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingInsuranceStatusCodeType","ansi_d20:DrivingInsuranceStatusCodeType","CSC",,0,0,0,,,,"A code list that enumerates the ways in which a driver of a vehicle may or may not be insured.","ansi_d20","DrivingInsuranceStatusCodeSimpleType","ansi_d20:DrivingInsuranceStatusCodeSimpleType","","",""
"ansi_d20","DrivingOffenseCodeSimpleType","ansi_d20:DrivingOffenseCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates ACD codes for a driving offense.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingOffenseCodeType","ansi_d20:DrivingOffenseCodeType","CSC",,0,0,0,,,,"A code list that enumerates ACD codes for a driving offense.","ansi_d20","DrivingOffenseCodeSimpleType","ansi_d20:DrivingOffenseCodeSimpleType","","",""
"ansi_d20","DrivingRestrictionCodeSimpleType","ansi_d20:DrivingRestrictionCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates categories of driving restrictions.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingRestrictionCodeType","ansi_d20:DrivingRestrictionCodeType","CSC",,0,0,0,,,,"A code list that enumerates categories of driving restrictions.","ansi_d20","DrivingRestrictionCodeSimpleType","ansi_d20:DrivingRestrictionCodeSimpleType","","",""
"ansi_d20","DrivingStatusCodeSimpleType","ansi_d20:DrivingStatusCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates statuses of a drivers privilege type.","xsd","token","xsd:token","","",""
"ansi_d20","DrivingStatusCodeType","ansi_d20:DrivingStatusCodeType","CSC",,0,0,0,,,,"A code list that enumerates statuses of a drivers privilege type.","ansi_d20","DrivingStatusCodeSimpleType","ansi_d20:DrivingStatusCodeSimpleType","","",""
"ansi_d20","HazMatCodeSimpleType","ansi_d20:HazMatCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates whether a driver was operating a vehicle carrying hazardous materials.","xsd","token","xsd:token","","",""
"ansi_d20","HazMatCodeType","ansi_d20:HazMatCodeType","CSC",,0,0,0,,,,"A code list that enumerates whether a driver was operating a vehicle carrying hazardous materials.","ansi_d20","HazMatCodeSimpleType","ansi_d20:HazMatCodeSimpleType","","",""
"ansi_d20","InsuranceCoverageCategoryCodeSimpleType","ansi_d20:InsuranceCoverageCategoryCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates categories of coverage provided by an insurance policy.","xsd","token","xsd:token","","",""
"ansi_d20","InsuranceCoverageCategoryCodeType","ansi_d20:InsuranceCoverageCategoryCodeType","CSC",,0,0,0,,,,"A code list that enumerates categories of coverage provided by an insurance policy.","ansi_d20","InsuranceCoverageCategoryCodeSimpleType","ansi_d20:InsuranceCoverageCategoryCodeSimpleType","","",""
"ansi_d20","JurisdictionAuthorityCodeSimpleType","ansi_d20:JurisdictionAuthorityCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates an authority with jurisdiction over a particular area.","xsd","token","xsd:token","","",""
"ansi_d20","JurisdictionAuthorityCodeType","ansi_d20:JurisdictionAuthorityCodeType","CSC",,0,0,0,,,,"A code list that enumerates an authority with jurisdiction over a particular area.","ansi_d20","JurisdictionAuthorityCodeSimpleType","ansi_d20:JurisdictionAuthorityCodeSimpleType","","",""
"ansi_d20","LienReleaseReasonCodeSimpleType","ansi_d20:LienReleaseReasonCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates reasons a legal encumbrance may be removed from a property.","xsd","token","xsd:token","","",""
"ansi_d20","LienReleaseReasonCodeType","ansi_d20:LienReleaseReasonCodeType","CSC",,0,0,0,,,,"A code list that enumerates reasons a legal encumbrance may be removed from a property.","ansi_d20","LienReleaseReasonCodeSimpleType","ansi_d20:LienReleaseReasonCodeSimpleType","","",""
"ansi_d20","PassFailCodeSimpleType","ansi_d20:PassFailCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates whether something has passed or failed some sort of test.","xsd","token","xsd:token","","",""
"ansi_d20","PassFailCodeType","ansi_d20:PassFailCodeType","CSC",,0,0,0,,,,"A code list that enumerates whether something has passed or failed some sort of test.","ansi_d20","PassFailCodeSimpleType","ansi_d20:PassFailCodeSimpleType","","",""
"ansi_d20","PersonOrganDonorCodeSimpleType","ansi_d20:PersonOrganDonorCodeSimpleType","S","atomic",0,0,0,,,,"A code list identifying organs a person could be willing to donate upon death.","xsd","token","xsd:token","","",""
"ansi_d20","PersonOrganDonorCodeType","ansi_d20:PersonOrganDonorCodeType","CSC",,0,0,0,,,,"A code list identifying organs a person could be willing to donate upon death.","ansi_d20","PersonOrganDonorCodeSimpleType","ansi_d20:PersonOrganDonorCodeSimpleType","","",""
"ansi_d20","RegistrationPlateColorCodeSimpleType","ansi_d20:RegistrationPlateColorCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates colors of a vehicle registration plate or license plate.","xsd","token","xsd:token","","",""
"ansi_d20","RegistrationPlateColorCodeType","ansi_d20:RegistrationPlateColorCodeType","CSC",,0,0,0,,,,"A code list that enumerates colors of a vehicle registration plate or license plate.","ansi_d20","RegistrationPlateColorCodeSimpleType","ansi_d20:RegistrationPlateColorCodeSimpleType","","",""
"ansi_d20","RegistrationStatusCodeSimpleType","ansi_d20:RegistrationStatusCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates activities recorded for a registration.","xsd","token","xsd:token","","",""
"ansi_d20","RegistrationStatusCodeType","ansi_d20:RegistrationStatusCodeType","CSC",,0,0,0,,,,"A code list that enumerates activities recorded for a registration.","ansi_d20","RegistrationStatusCodeSimpleType","ansi_d20:RegistrationStatusCodeSimpleType","","",""
"ansi_d20","RegistrationStatusDetailCodeSimpleType","ansi_d20:RegistrationStatusDetailCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates additional information regarding a registration status.","xsd","token","xsd:token","","",""
"ansi_d20","RegistrationStatusDetailCodeType","ansi_d20:RegistrationStatusDetailCodeType","CSC",,0,0,0,,,,"A code list that enumerates additional information regarding a registration status.","ansi_d20","RegistrationStatusDetailCodeSimpleType","ansi_d20:RegistrationStatusDetailCodeSimpleType","","",""
"ansi_d20","SmogCertificateCodeSimpleType","ansi_d20:SmogCertificateCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates whether or not a vehicle has a current smog certificate.","xsd","token","xsd:token","","",""
"ansi_d20","SmogCertificateCodeType","ansi_d20:SmogCertificateCodeType","CSC",,0,0,0,,,,"A code list that enumerates whether or not a vehicle has a current smog certificate.","ansi_d20","SmogCertificateCodeSimpleType","ansi_d20:SmogCertificateCodeSimpleType","","",""
"ansi_d20","TitleStatusCodeSimpleType","ansi_d20:TitleStatusCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates statuses for a title.","xsd","token","xsd:token","","",""
"ansi_d20","TitleStatusCodeType","ansi_d20:TitleStatusCodeType","CSC",,0,0,0,,,,"A code list that enumerates statuses for a title.","ansi_d20","TitleStatusCodeSimpleType","ansi_d20:TitleStatusCodeSimpleType","","",""
"ansi_d20","VehicleEngineDisplacementUnitCodeSimpleType","ansi_d20:VehicleEngineDisplacementUnitCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates units of measurement for the displacement of a vehicle engine.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleEngineDisplacementUnitCodeType","ansi_d20:VehicleEngineDisplacementUnitCodeType","CSC",,0,0,0,,,,"A code list that enumerates units of measurement for the displacement of a vehicle engine.","ansi_d20","VehicleEngineDisplacementUnitCodeSimpleType","ansi_d20:VehicleEngineDisplacementUnitCodeSimpleType","","",""
"ansi_d20","VehicleFuelCategoryCodeSimpleType","ansi_d20:VehicleFuelCategoryCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates types of fuel or motive power used to propel a vehicle.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleFuelCategoryCodeType","ansi_d20:VehicleFuelCategoryCodeType","CSC",,0,0,0,,,,"A code list that enumerates types of fuel or motive power used to propel a vehicle.","ansi_d20","VehicleFuelCategoryCodeSimpleType","ansi_d20:VehicleFuelCategoryCodeSimpleType","","",""
"ansi_d20","VehicleOdometerReadingUnitCodeSimpleType","ansi_d20:VehicleOdometerReadingUnitCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerate the units of measurement associated with an odometer reading.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleOdometerReadingUnitCodeType","ansi_d20:VehicleOdometerReadingUnitCodeType","CSC",,0,0,0,,,,"A code list that enumerate the units of measurement associated with an odometer reading.","ansi_d20","VehicleOdometerReadingUnitCodeSimpleType","ansi_d20:VehicleOdometerReadingUnitCodeSimpleType","","",""
"ansi_d20","VehicleTitleDocumentCategoryCodeSimpleType","ansi_d20:VehicleTitleDocumentCategoryCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates types of an individual title document.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleTitleDocumentCategoryCodeType","ansi_d20:VehicleTitleDocumentCategoryCodeType","CSC",,0,0,0,,,,"A code list that enumerates types of an individual title document.","ansi_d20","VehicleTitleDocumentCategoryCodeSimpleType","ansi_d20:VehicleTitleDocumentCategoryCodeSimpleType","","",""
"ansi_d20","VehicleTransmissionCategoryCodeSimpleType","ansi_d20:VehicleTransmissionCategoryCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates types of transmission units in a vehicle.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleTransmissionCategoryCodeType","ansi_d20:VehicleTransmissionCategoryCodeType","CSC",,0,0,0,,,,"A code list that enumerates types of transmission units in a vehicle.","ansi_d20","VehicleTransmissionCategoryCodeSimpleType","ansi_d20:VehicleTransmissionCategoryCodeSimpleType","","",""
"ansi_d20","VehicleUseCodeSimpleType","ansi_d20:VehicleUseCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates ways in which a vehicle is used.","xsd","token","xsd:token","","",""
"ansi_d20","VehicleUseCodeType","ansi_d20:VehicleUseCodeType","CSC",,0,0,0,,,,"A code list that enumerates ways in which a vehicle is used.","ansi_d20","VehicleUseCodeSimpleType","ansi_d20:VehicleUseCodeSimpleType","","",""
"apco","AlarmEventCategoryCodeType","apco:AlarmEventCategoryCodeType","CSC",,0,0,0,,,,"A code set enumerating types of alarm event.","apco","AlarmEventCategorySimpleCodeType","apco:AlarmEventCategorySimpleCodeType","","",""
"apco","AlarmEventCategorySimpleCodeType","apco:AlarmEventCategorySimpleCodeType","S","atomic",0,0,0,,,,"A code set enumerating types of alarm event.","xsd","token","xsd:token","","",""
"apco","AlarmEventLocationCategoryCodeType","apco:AlarmEventLocationCategoryCodeType","CSC",,0,0,0,,,,"A code set enumerating the kinds of location at which an alarm event occurs.","apco","AlarmEventLocationCategorySimpleCodeType","apco:AlarmEventLocationCategorySimpleCodeType","","",""
"apco","AlarmEventLocationCategorySimpleCodeType","apco:AlarmEventLocationCategorySimpleCodeType","S","atomic",0,0,0,,,,"A code set enumerating the kinds of location at which an alarm event occurs.","xsd","token","xsd:token","","",""
"apco","AlarmEventResponseActionCodeType","apco:AlarmEventResponseActionCodeType","CSC",,0,0,0,,,,"A code set enumerating actions requested of an alarm event responder.","apco","AlarmEventResponseActionSimpleCodeType","apco:AlarmEventResponseActionSimpleCodeType","","",""
"apco","AlarmEventResponseActionSimpleCodeType","apco:AlarmEventResponseActionSimpleCodeType","S","atomic",0,0,0,,,,"A code set enumerating actions requested of an alarm event responder.","xsd","token","xsd:token","","",""
"c","ActivityDocumentAssociationType","c:ActivityDocumentAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","ActivityInvolvedOrganizationAssociationType","c:ActivityInvolvedOrganizationAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","ActivityInvolvedPersonAssociationType","c:ActivityInvolvedPersonAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","ActivityScheduleAssociationType","c:ActivityScheduleAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","AddressComponentType","c:AddressComponentType","CCC",,0,0,0,,,,"A structure that describes undefined address components.","","","","u","SuperType","u:SuperType"
"c","AddressGridType","c:AddressGridType","CCC",,0,0,0,,,,"A structure that describes details about a specific geographic area of a law enforcement agency&apos;s jurisdiction within a location.","","","","u","SuperType","u:SuperType"
"c","AddressType","c:AddressType","CCC",,0,0,0,,,,"A structure that describes a postal location to which paper mail can be directed.","","","","u","AddressType","u:AddressType"
"c","AircraftType","c:AircraftType","CCC",,0,0,0,,,,"A structure that describes details about a mode of transportation capable of flying in the air.","","","","c","ConveyanceType","c:ConveyanceType"
"c","ApplicationNameType","c:ApplicationNameType","CSC",,0,0,0,,,,"A structure that describes an application used to create and display a document.","xsd","string","xsd:string","u","SuperType","u:SuperType"
"c","AreaType","c:AreaType","CCC",,0,0,0,,,,"A structure that describes boundaries of a geographic area of location.","","","","u","SuperType","u:SuperType"
"c","AssessmentType","c:AssessmentType","CCC",,0,0,0,,,,"A structure that describes an evaluation or an assessment of a subject.","","","","u","ActivityType","u:ActivityType"
"c","AuthorityFigureAssociationType","c:AuthorityFigureAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","BiometricType","c:BiometricType","CCC",,0,0,0,,,,"A structure that describes information used to measure a biological or behavioral characteristic.","","","","u","SuperType","u:SuperType"
"c","BoatType","c:BoatType","CCC",,0,0,0,,,,"A structure that describes details about a vessel for transport by water.","","","","c","ConveyanceType","c:ConveyanceType"
"c","CapabilityType","c:CapabilityType","CCC",,0,0,0,,,,"A structure that describes a skill, knowledge, physical, or emotional trait of a person.","","","","u","SuperType","u:SuperType"
"c","CaseDispositionDecisionType","c:CaseDispositionDecisionType","CCC",,0,0,0,,,,"A structure that describes details about the disposition of a case occurring as a result of some decision.","","","","u","SuperType","u:SuperType"
"c","CaseDispositionType","c:CaseDispositionType","CCC",,0,0,0,,,,"A structure that describes an outcome or processing of a case.","","","","u","DispositionType","u:DispositionType"
"c","CaseType","c:CaseType","CCC",,0,0,0,,,,"A structure that describes an aggregation of information about a set of related activities and occurrences.","","","","u","ActivityType","u:ActivityType"
"c","CircularRegionType","c:CircularRegionType","CCC",,0,0,0,,,,"A structure that describes details about a circular area.","","","","u","SuperType","u:SuperType"
"c","ClassificationType","c:ClassificationType","CCC",,0,0,0,,,,"A structure that describes details about a restriction imposed on information on documents or data that are only available to certain authorized people.","","","","u","SuperType","u:SuperType"
"c","ClothingType","c:ClothingType","CCC",,0,0,0,,,,"A structure that describes details about an article of clothing.","","","","u","SuperType","u:SuperType"
"c","CommercialVehicleType","c:CommercialVehicleType","CCC",,0,0,0,,,,"A structure that describes details about a class of vehicle that includes motor vehicles with a gross vehicle weight rating of 26,001 pounds or more.","","","","c","VehicleType","c:VehicleType"
"c","ConditionType","c:ConditionType","CCC",,0,0,0,,,,"A structure that describes details about a requirement.","","","","u","ActivityType","u:ActivityType"
"c","ContactInformationType","c:ContactInformationType","CCC",,0,0,0,,,,"A structure that describes details about how to contact a person or an organization.","","","","u","ContactInformationType","u:ContactInformationType"
"c","ContactRadioType","c:ContactRadioType","CCC",,0,0,0,,,,"A structure that describes details about how to contact a person or an organization by radio.","","","","u","SuperType","u:SuperType"
"c","ConveyanceType","c:ConveyanceType","CCC",,0,0,0,,,,"A structure that describes a motor-driven conveyance designed to carry its operator, passengers, and cargo, including trailers and excepting boats.","","","","c","PropertyType","c:PropertyType"
"c","CrossStreetType","c:CrossStreetType","CCC",,0,0,0,,,,"A structure that describes details about an intersecting street near a location.","","","","u","SuperType","u:SuperType"
"c","DecalType","c:DecalType","CCC",,0,0,0,,,,"A structure that describes details about a sticker attached to a permanent registration plate.","","","","u","SuperType","u:SuperType"
"c","DirectionCodeSimpleType","c:DirectionCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates compass directions.","xsd","string","xsd:string","","",""
"c","DirectionCodeType","c:DirectionCodeType","CSC",,0,0,0,,,,"A code list that enumerates compass directions.","c","DirectionCodeSimpleType","c:DirectionCodeSimpleType","u","SuperType","u:SuperType"
"c","DisciplinaryActionType","c:DisciplinaryActionType","CCC",,0,0,0,,,,"A structure that describes details about an activity assigned to a person that is meant to be self-improving or restitutional.","","","","u","ActivityType","u:ActivityType"
"c","DNALocusType","c:DNALocusType","CCC",,0,0,0,,,,"A structure that describes location-specific information regarding a person&apos;s DNA.","","","","u","SuperType","u:SuperType"
"c","DNAType","c:DNAType","CCC",,0,0,0,,,,"A structure that describes a representation or an encoding of the identifying characteristics of a person&apos;s DNA.","","","","c","BiometricType","c:BiometricType"
"c","DocumentType","c:DocumentType","CCC",,0,0,0,,,,"A structure that describes inherent and frequently used characteristics of a document.","","","","u","DocumentType","u:DocumentType"
"c","DomesticPartnershipAssociationType","c:DomesticPartnershipAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","DrugMeasurementType","c:DrugMeasurementType","CSC",,0,0,0,,,,"A measurement of an amount or quantity of drugs or narcotics.","","","","u","MeasureType","u:MeasureType"
"c","DrugType","c:DrugType","CCC",,0,0,0,,,,"A structure that describes details about a legal or illegal substance that can be used as a medicine or narcotic.","","","","c","PropertyType","c:PropertyType"
"c","ElevationType","c:ElevationType","CSC",,0,0,0,,,,"A structure that describes details about a height or elevation of a location.","","","","u","MeasureType","u:MeasureType"
"c","ElevationUnitCodeSimpleType","c:ElevationUnitCodeSimpleType","S","atomic",0,0,0,,,,"A code list that enumerates the units of measurement for an elevation.","xsd","string","xsd:string","","",""
"c","EnginePowerDisplacementType","c:EnginePowerDisplacementType","CSC",,0,0,0,,,,"A structure that describes the amount of power or displacement of a vehicle or boat.","xsd","integer","xsd:integer","u","SuperType","u:SuperType"
"c","EntityAssociationType","c:EntityAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","EntityPropertyAssociationType","c:EntityPropertyAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","EntityStructureAssociationType","c:EntityStructureAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","FacilityType","c:FacilityType","CCC",,0,0,0,,,,"A structure that describes an organization that carries out some form of enforcement or reformatory activities for its members.","","","","c","OrganizationType","c:OrganizationType"
"c","FinancialObligationType","c:FinancialObligationType","CCC",,0,0,0,,,,"A structure that describes a monetary obligation or requirement, e.g., fee, restitution.","","","","c","ObligationType","c:ObligationType"
"c","FingerprintSetType","c:FingerprintSetType","CCC",,0,0,0,,,,"A structure that describes a representation or an encoding of the identifying characteristics of a set of person&apos;s fingerprints.","","","","c","BiometricType","c:BiometricType"
"c","FingerprintType","c:FingerprintType","CCC",,0,0,0,,,,"A structure that describes a representation or an encoding of the identifying characteristics of a person&apos;s fingerprints.","","","","c","BiometricType","c:BiometricType"
"c","FirearmType","c:FirearmType","CCC",,0,0,0,,,,"A structure that describes details about any weapon that will, or is designed to, or may readily be converted to expel a projectile by air, carbon dioxide, or the action of an explosive.","","","","c","PropertyType","c:PropertyType"
"c","GuardianAssociationType","c:GuardianAssociationType","CCC",,0,0,0,,,,"","","","","u","AssociationType","u:AssociationType"
"c","HighwayType","c:HighwayType","CCC",,0,0,0,,,,"A structure that describes details about a major public road.","","","","u","SuperType","u:SuperType"
