"TypeNamespacePrefix","TypeName","QualifiedType","PropertyNamespacePrefix","PropertyName","QualifiedProperty","MinOccurs","MaxOccurs","Definition","SequenceNumber"
"scr","ActivityResultsClassificationType","scr:ActivityResultsClassificationType","scr","ActivityResultsDescriptionText","scr:ActivityResultsDescriptionText","0","unbounded",,1600
"c","ActivityScheduleAssociationType","c:ActivityScheduleAssociationType","u","Activity","u:Activity","0","unbounded",,10
"c","ActivityScheduleAssociationType","c:ActivityScheduleAssociationType","c","ScheduleDay","c:ScheduleDay","0","unbounded",,20
"u","ActivityType","u:ActivityType","u","ActivityID","u:ActivityID","0","unbounded",,10
"u","ActivityType","u:ActivityType","u","ActivityCategoryText","u:ActivityCategoryText","0","unbounded",,20
"u","ActivityType","u:ActivityType","u","ActivityDescriptionText","u:ActivityDescriptionText","0","unbounded",,30
"u","ActivityType","u:ActivityType","u","ActivityDate","u:ActivityDate","0","unbounded",,40
"u","ActivityType","u:ActivityType","u","ActivityTime","u:ActivityTime","0","unbounded",,50
"u","ActivityType","u:ActivityType","u","ActivityEndDate","u:ActivityEndDate","0","unbounded",,60
"u","ActivityType","u:ActivityType","u","ActivityEndTime","u:ActivityEndTime","0","unbounded",,70
"u","ActivityType","u:ActivityType","u","ActivityStatus","u:ActivityStatus","0","unbounded",,80
"u","ActivityType","u:ActivityType","u","ActivityReasonText","u:ActivityReasonText","0","unbounded",,90
"u","ActivityType","u:ActivityType","u","ActivityResultText","u:ActivityResultText","0","unbounded",,100
"u","ActivityType","u:ActivityType","u","ActivityResultDate","u:ActivityResultDate","0","unbounded",,110
"u","ActivityType","u:ActivityType","u","ActivityResultTime","u:ActivityResultTime","0","unbounded",,120
"u","ActivityType","u:ActivityType","u","ActivityDisposition","u:ActivityDisposition","0","unbounded",,150
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","AddressID","scr:AddressID","0","unbounded",,10
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","AddressClassification","scr:AddressClassification","0","unbounded",,20
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","INSLookoutIndicator","scr:INSLookoutIndicator","0","unbounded",,30
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameID","scr:CountryNameID","0","unbounded",,40
"it","AddressAugmentationType","it:AddressAugmentationType","it","LocationCountrySubEntityName","it:LocationCountrySubEntityName","0","unbounded",,40
"it","AddressAugmentationType","it:AddressAugmentationType","it","LocationCountrySubEntityID","it:LocationCountrySubEntityID","0","unbounded",,50
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameBeginDate","scr:CountryNameBeginDate","0","unbounded",,50
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountryNameEndDate","scr:CountryNameEndDate","0","unbounded",,60
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionID","scr:CountrySubdivisionID","0","unbounded",,70
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameID","scr:CountrySubdivisionNameID","0","unbounded",,80
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameBeginDate","scr:CountrySubdivisionNameBeginDate","0","unbounded",,90
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionNameEndDate","scr:CountrySubdivisionNameEndDate","0","unbounded",,100
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionName","scr:CountrySubdivisionName","0","unbounded",,110
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionCategoryCode","scr:CountrySubdivisionCategoryCode","0","unbounded",,120
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","CountrySubdivisionCategoryDescriptionText","scr:CountrySubdivisionCategoryDescriptionText","0","unbounded",,130
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","ElectronicAddress","scr:ElectronicAddress","0","unbounded",,140
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBlockGroupCodeText","scr:LocationBlockGroupCodeText","0","unbounded",,150
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationCarrierRouteCodeText","scr:LocationCarrierRouteCodeText","0","unbounded",,160
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationTractCodeText","scr:LocationTractCodeText","0","unbounded",,170
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBuildingUnitName","scr:LocationBuildingUnitName","0","unbounded",,180
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationBuildingUnitNumberText","scr:LocationBuildingUnitNumberText","0","unbounded",,190
"scr","AddressAugmentationType","scr:AddressAugmentationType","scr","LocationElement","scr:LocationElement","0","unbounded",,200
"scr","AddressClassificationType","scr:AddressClassificationType","scr","AddressClassificationCategoryCode","scr:AddressClassificationCategoryCode","0","unbounded",,210
"scr","AddressClassificationType","scr:AddressClassificationType","scr","AddressClassificationCategoryDescriptionText","scr:AddressClassificationCategoryDescriptionText","0","unbounded",,220
"c","AddressComponentType","c:AddressComponentType","c","AddressComponentText","c:AddressComponentText","0","unbounded",,10
"c","AddressComponentType","c:AddressComponentType","c","AddressComponentDescriptionText","c:AddressComponentDescriptionText","0","unbounded",,20
"c","AddressGridType","c:AddressGridType","c","AddressGridID","c:AddressGridID","0","unbounded",,10
"c","AddressGridType","c:AddressGridType","c","AddressGridText","c:AddressGridText","0","unbounded",,20
"gs","AddressPropertyType","gs:AddressPropertyType","gs","Address","gs:Address","0","unbounded","A GML property type to encapsulate or reference a NIEM Address.  The Geography Markup Language (GML) specification uses property types and elements to encapsulate or reference GML class elements with identity.  This type allows NIEM Address elements to be referenced from GML conformant application schemas developed for use with NIEM.",30
"c","AddressType","c:AddressType","c","AddressRecipientName","c:AddressRecipientName","0","unbounded",,10
"it","AddressType","it:AddressType","it","AddressAugmentation","it:AddressAugmentation","0","unbounded",,10
"u","AddressType","u:AddressType","u","AddressFullText","u:AddressFullText","0","unbounded",,10
"c","AddressType","c:AddressType","c","AddressPrivateMailboxText","c:AddressPrivateMailboxText","0","unbounded",,20
"c","AddressType","c:AddressType","c","AddressRouteName","c:AddressRouteName","0","unbounded",,30
"u","AddressType","u:AddressType","u","LocationBuilding","u:LocationBuilding","0","unbounded",,40
"c","AddressType","c:AddressType","c","AddressMailDeliveryUnitText","c:AddressMailDeliveryUnitText","0","unbounded",,40
"u","AddressType","u:AddressType","u","LocationStreet","u:LocationStreet","0","unbounded",,50
"c","AddressType","c:AddressType","c","AddressRegionFullText","c:AddressRegionFullText","0","unbounded",,50
"u","AddressType","u:AddressType","u","LocationSecondaryUnitText","u:LocationSecondaryUnitText","0","unbounded",,60
"u","AddressType","u:AddressType","u","LocationCityName","u:LocationCityName","0","unbounded",,100
"u","AddressType","u:AddressType","u","LocationCounty","u:LocationCounty","0","unbounded",,120
"u","AddressType","u:AddressType","u","LocationState","u:LocationState","0","unbounded",,140
"u","AddressType","u:AddressType","u","LocationCountry","u:LocationCountry","0","unbounded",,150
"u","AddressType","u:AddressType","u","LocationPostalCodeID","u:LocationPostalCodeID","0","unbounded",,160
"u","AddressType","u:AddressType","u","LocationPostalCodeExtensionID","u:LocationPostalCodeExtensionID","0","unbounded",,170
"c","AddressType","c:AddressType","c","AddressOther","c:AddressOther","0","unbounded",,220
"scr","AddressType","scr:AddressType","scr","AddressAugmentation","scr:AddressAugmentation","0","unbounded",,230
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","AdoptionCityName","scr:AdoptionCityName","0","unbounded",,240
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","AdoptionEffectiveDate","scr:AdoptionEffectiveDate","0","unbounded",,250
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","FinalAdoptionDecreeIndicator","scr:FinalAdoptionDecreeIndicator","0","unbounded",,260
"scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType","scr","ResidenceSameAsParentsIndicator","scr:ResidenceSameAsParentsIndicator","0","unbounded",,270
"u","AgeMeasureType","u:AgeMeasureType","u","ageUnitCode","u:ageUnitCode","0","1",,10
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","SubjectCategoryCodeText","intel:SubjectCategoryCodeText","0","unbounded",,160
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","FBIECRCode","intel:FBIECRCode","0","unbounded",,170
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","StateINACodeText","intel:StateINACodeText","0","unbounded",,180
"intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType","intel","AgencyInterestOtherCategory","intel:AgencyInterestOtherCategory","0","unbounded",,190
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryText","intel:AgencyInterestCategoryText","0","unbounded",,200
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryCodeText","intel:AgencyInterestCategoryCodeText","0","unbounded",,210
"intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType","intel","AgencyInterestCategoryDescriptionText","intel:AgencyInterestCategoryDescriptionText","0","unbounded",,220
"intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType","intel","AgencySubjectHandlingFBICodeText","intel:AgencySubjectHandlingFBICodeText","0","unbounded",,240
"intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType","intel","SubjectHandling","intel:SubjectHandling","0","unbounded",,250
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencyName","intel:AgencyName","0","unbounded",,140
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencyInterestCategory","intel:AgencyInterestCategory","0","unbounded",,150
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","AgencySubjectHandling","intel:AgencySubjectHandling","0","unbounded",,230
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","SubjectReasonOnListText","intel:SubjectReasonOnListText","0","unbounded",,290
"intel","AgencySubjectInterestType","intel:AgencySubjectInterestType","intel","SubjectCautionInformation","intel:SubjectCautionInformation","0","unbounded",,300
"scr","AgentAssociationType","scr:AgentAssociationType","scr","AgentPerson","scr:AgentPerson","0","unbounded",,1740
"scr","AgentAssociationType","scr:AgentAssociationType","scr","AgentPersonRole","scr:AgentPersonRole","0","unbounded",,1750
"it","AgentAugmentationType","it:AgentAugmentationType","it","AgentStatusText","it:AgentStatusText","0","unbounded",,60
"it","AgentType","it:AgentType","it","AgentAugmentation","it:AgentAugmentation","0","unbounded",,10
"c","AircraftType","c:AircraftType","c","AircraftTailID","c:AircraftTailID","0","unbounded",,10
"c","AircraftType","c:AircraftType","c","AircraftMakeCode","c:AircraftMakeCode","0","unbounded",,20
"c","AircraftType","c:AircraftType","c","AircraftModelCode","c:AircraftModelCode","0","unbounded",,30
"c","AircraftType","c:AircraftType","c","AircraftYearDate","c:AircraftYearDate","0","unbounded",,40
"c","AircraftType","c:AircraftType","c","AircraftStyleCode","c:AircraftStyleCode","0","unbounded",,50
"c","AircraftType","c:AircraftType","c","AircraftFuselageColor","c:AircraftFuselageColor","0","unbounded",,60
"c","AircraftType","c:AircraftType","c","AircraftWingColor","c:AircraftWingColor","0","unbounded",,80
"c","AircraftType","c:AircraftType","c","AircraftEngineQuantity","c:AircraftEngineQuantity","0","unbounded",,100
"c","AircraftType","c:AircraftType","c","AircraftAirportID","c:AircraftAirportID","0","unbounded",,110
"c","AircraftType","c:AircraftType","c","AircraftAirportName","c:AircraftAirportName","0","unbounded",,120
"ip","AirlineType","ip:AirlineType","c","Aircraft","c:Aircraft","0","unbounded",,110
"ip","AirlineType","ip:AirlineType","ip","Airport","ip:Airport","0","unbounded",,120
"ip","AirportType","ip:AirportType","c","AircraftAirportID","c:AircraftAirportID","0","unbounded",,80
"ip","AirportType","ip:AirportType","c","AircraftAirportName","c:AircraftAirportName","0","unbounded",,90
"ip","AirportType","ip:AirportType","ip","Flight","ip:Flight","0","unbounded",,100
"em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType","em","LocationDirectionsText","em:LocationDirectionsText","0","unbounded",,170
"em","AlarmEventLocationAugmentationType","em:AlarmEventLocationAugmentationType","em","LocationInformationText","em:LocationInformationText","0","unbounded",,180
"em","AlarmEventLocationType","em:AlarmEventLocationType","em","AlarmEventLocationAugmentation","em:AlarmEventLocationAugmentation","0","unbounded",,10
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCategoryAbstract","em:AlarmEventCategoryAbstract","0","unbounded",,20
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallBackTelephoneNumber","em:AlarmEventCallBackTelephoneNumber","0","unbounded",,30
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventLocationCategoryAbstract","em:AlarmEventLocationCategoryAbstract","0","unbounded",,50
"em","AlarmEventType","em:AlarmEventType","em","AlarmAudibleIndicator","em:AlarmAudibleIndicator","0","unbounded",,60
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventLocation","em:AlarmEventLocation","0","unbounded",,70
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventDetailsText","em:AlarmEventDetailsText","0","unbounded",,80
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventRequestorReceiveDate","em:AlarmEventRequestorReceiveDate","0","unbounded",,90
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventRequestorReceiveTime","em:AlarmEventRequestorReceiveTime","0","unbounded",,100
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallPrivacyBypassCodeText","em:AlarmEventCallPrivacyBypassCodeText","0","unbounded",,110
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventCallToPremisesIndicator","em:AlarmEventCallToPremisesIndicator","0","unbounded",,120
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventPermit","em:AlarmEventPermit","0","unbounded",,130
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventResponseAction","em:AlarmEventResponseAction","0","unbounded",,150
"em","AlarmEventType","em:AlarmEventType","em","AlarmEventDispatchAgency","em:AlarmEventDispatchAgency","0","unbounded",,160
"edxl-cap","AlertAdapterType","edxl-cap:AlertAdapterType","cap","alert","cap:alert","0","unbounded","CAP Alert Message (version 1.1)",10
"scr","AlertType","scr:AlertType","scr","AlertCategoryClassificationCode","scr:AlertCategoryClassificationCode","0","unbounded",,130
"scr","AlertType","scr:AlertType","scr","AlertAugmentation","scr:AlertAugmentation","0","unbounded",,280
"scr","AlertType","scr:AlertType","scr","AlertReceivedDate","scr:AlertReceivedDate","0","unbounded",,1370
"scr","AlertType","scr:AlertType","scr","AlertReceivedTime","scr:AlertReceivedTime","0","unbounded",,1380
"im","AlienAlertType","im:AlienAlertType","im","AlertWarningIndicator","im:AlertWarningIndicator","0","unbounded",,10
"im","AlienAlertType","im:AlienAlertType","im","AlertEntryText","im:AlertEntryText","0","unbounded",,20
"im","AlienAlertType","im:AlienAlertType","im","AlertID","im:AlertID","0","unbounded",,30
"im","AlienAlertType","im:AlienAlertType","im","AlertGeneratingOfficerBadgeID","im:AlertGeneratingOfficerBadgeID","0","unbounded",,40
"im","AlienAlertType","im:AlienAlertType","im","AlertClassCodeText","im:AlertClassCodeText","0","unbounded",,50
"im","AlienAlertType","im:AlienAlertType","im","AlertEntryDate","im:AlertEntryDate","0","unbounded",,60
"im","AlienAlertType","im:AlienAlertType","im","AlertExpirationDate","im:AlertExpirationDate","0","unbounded",,70
"im","AlienAlertType","im:AlienAlertType","im","AlertCodeText","im:AlertCodeText","0","unbounded",,80
"im","AlienAlertType","im:AlienAlertType","im","AlertDescriptionText","im:AlertDescriptionText","0","unbounded",,90
"im","AlienAlertType","im:AlienAlertType","im","AlertMedicalIndicator","im:AlertMedicalIndicator","0","unbounded",,100
"im","AlienAlertType","im:AlienAlertType","im","Alien","im:Alien","0","unbounded",,200
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","ClassOfAdmissionClassificationCode","scr:ClassOfAdmissionClassificationCode","0","unbounded",,30
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","PrincipalIndicator","scr:PrincipalIndicator","0","unbounded",,290
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","VisaWaiverIndicator","scr:VisaWaiverIndicator","0","unbounded",,300
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","AlienCategoryCodeText","scr:AlienCategoryCodeText","0","unbounded",,310
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","AlienCategoryDescriptionText","scr:AlienCategoryDescriptionText","0","unbounded",,320
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","AlienExchangeVisitor","scr:AlienExchangeVisitor","0","unbounded",,1050
"scr","AlienAugmentationType","scr:AlienAugmentationType","scr","ImmigrationStatus","scr:ImmigrationStatus","0","unbounded",,1060
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipCertificateID","im:CitizenshipCertificateID","0","unbounded",,10
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipLawfullyAdmittedPermanentResidenceBeginDate","im:CitizenshipLawfullyAdmittedPermanentResidenceBeginDate","0","unbounded",,20
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipLawfullyAdmittedPermanentResidentIndicator","im:CitizenshipLawfullyAdmittedPermanentResidentIndicator","0","unbounded",,30
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipLawfullyAdmittedPermanentResidenceEndDate","im:CitizenshipLawfullyAdmittedPermanentResidenceEndDate","0","unbounded",,40
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationCityName","im:CitizenshipNaturalizationCityName","0","unbounded",,50
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationDate","im:CitizenshipNaturalizationDate","0","unbounded",,60
"im","AlienCitizenshipType","im:AlienCitizenshipType","im","CitizenshipNaturalizationText","im:CitizenshipNaturalizationText","0","unbounded",,70
"im","AlienDependentType","im:AlienDependentType","u","RoleOfPerson","u:RoleOfPerson","0","unbounded",,5
"im","AlienDependentType","im:AlienDependentType","im","DependentID","im:DependentID","0","unbounded",,10
"im","AlienDependentType","im:AlienDependentType","im","DependentRemarkText","im:DependentRemarkText","0","unbounded",,20
"im","AlienDependentType","im:AlienDependentType","im","DependentEffectiveTerminationDate","im:DependentEffectiveTerminationDate","0","unbounded",,30
"im","AlienDependentType","im:AlienDependentType","im","DependentProgramEndDate","im:DependentProgramEndDate","0","unbounded",,40
"im","AlienDependentType","im:AlienDependentType","im","DependentStartDate","im:DependentStartDate","0","unbounded",,50
"im","AlienDependentType","im:AlienDependentType","im","DependentTerminationCommentText","im:DependentTerminationCommentText","0","unbounded",,60
"im","AlienDependentType","im:AlienDependentType","im","DependentTerminationCodeText","im:DependentTerminationCodeText","0","unbounded",,70
"im","AlienDependentType","im:AlienDependentType","im","DependentTerminationDescriptionText","im:DependentTerminationDescriptionText","0","unbounded",,80
"im","AlienDependentType","im:AlienDependentType","im","DependentDistrictOfficerTerminatedF2Indicator","im:DependentDistrictOfficerTerminatedF2Indicator","0","unbounded",,90
"im","AlienDependentType","im:AlienDependentType","im","DependentDistrictOfficerTerminatedM2Indicator","im:DependentDistrictOfficerTerminatedM2Indicator","0","unbounded",,100
"im","AlienDependentType","im:AlienDependentType","im","DependentPrincipalDesignatedSchoolOfficialTerminatedF2Indicator","im:DependentPrincipalDesignatedSchoolOfficialTerminatedF2Indicator","0","unbounded",,110
"im","AlienDependentType","im:AlienDependentType","im","DependentJ2CompletionIndicator","im:DependentJ2CompletionIndicator","0","unbounded",,120
"im","AlienDependentType","im:AlienDependentType","im","DependentJ2TerminationIndicator","im:DependentJ2TerminationIndicator","0","unbounded",,130
"im","AlienDependentType","im:AlienDependentType","im","DependentPrincipalDesignatedSchoolOfficialTerminatedM2Indicator","im:DependentPrincipalDesignatedSchoolOfficialTerminatedM2Indicator","0","unbounded",,140
"im","AlienDependentType","im:AlienDependentType","im","DependentCodeText","im:DependentCodeText","0","unbounded",,150
"im","AlienDependentType","im:AlienDependentType","im","DependentCodeDescriptionText","im:DependentCodeDescriptionText","0","unbounded",,160
"scr","AlienDeportationEscortReasonType","scr:AlienDeportationEscortReasonType","scr","EscortCode","scr:EscortCode","0","unbounded",,330
"scr","AlienDeportationEscortReasonType","scr:AlienDeportationEscortReasonType","scr","EscortDescriptionText","scr:EscortDescriptionText","0","unbounded",,340
"scr","AlienDeportationType","scr:AlienDeportationType","scr","ConsulateIndicator","scr:ConsulateIndicator","0","unbounded",,350
"scr","AlienDeportationType","scr:AlienDeportationType","scr","RemovalOrderDate","scr:RemovalOrderDate","0","unbounded",,360
"scr","AlienDeportationType","scr:AlienDeportationType","scr","VerifiedClaimedIndicator","scr:VerifiedClaimedIndicator","0","unbounded",,370
"scr","AlienDeportationType","scr:AlienDeportationType","scr","DeportAsArrivedIndicator","scr:DeportAsArrivedIndicator","0","unbounded",,380
"scr","AlienDeportationType","scr:AlienDeportationType","scr","LegalReferenceText","scr:LegalReferenceText","0","unbounded",,390
"scr","AlienDeportationType","scr:AlienDeportationType","scr","StayActionCodeText","scr:StayActionCodeText","0","unbounded",,400
"scr","AlienDeportationType","scr:AlienDeportationType","scr","StayDecisionDate","scr:StayDecisionDate","0","unbounded",,410
"scr","AlienDeportationType","scr:AlienDeportationType","scr","StayExpirationDate","scr:StayExpirationDate","0","unbounded",,420
"scr","AlienDeportationType","scr:AlienDeportationType","scr","TravelDocumentReceivedDate","scr:TravelDocumentReceivedDate","0","unbounded",,430
"scr","AlienDeportationType","scr:AlienDeportationType","scr","TravelDocumentRequestDate","scr:TravelDocumentRequestDate","0","unbounded",,440
"im","AlienDeportationType","im:AlienDeportationType","im","RemovalOrderDate","im:RemovalOrderDate","0","unbounded",,990
"im","AlienDeportationType","im:AlienDeportationType","im","StayRequestDate","im:StayRequestDate","0","unbounded",,1010
"im","AlienDeportationType","im:AlienDeportationType","im","StayExpirationDate","im:StayExpirationDate","0","unbounded",,1020
"im","AlienDeportationType","im:AlienDeportationType","im","StayDecisionDate","im:StayDecisionDate","0","unbounded",,1030
"im","AlienDeportationType","im:AlienDeportationType","im","StayActionCodeText","im:StayActionCodeText","0","unbounded",,1050
